Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,23.0,TOR,NBA,PF,20.0,2.0,19.6,2.2,4.2,0.524,0.0,0.0,,2.2,4.2,0.524,0.524,1.2,1.7,0.697,2.1,2.8,4.9,0.5,0.7,1.0,0.6,2.2,5.6
2021-22,24.0,ORL,NBA,PF,9.0,2.0,13.2,1.0,2.4,0.409,0.0,0.1,0.0,1.0,2.3,0.429,0.409,0.3,0.8,0.429,1.4,2.6,4.0,0.6,0.3,1.0,0.6,2.0,2.3
Career,,,NBA,,29.0,4.0,17.6,1.8,3.7,0.5,0.0,0.0,0.0,1.8,3.6,0.505,0.5,0.9,1.4,0.65,1.9,2.7,4.6,0.5,0.6,1.0,0.6,2.1,4.6
