PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,TEAM,SEASON,TEAM_ID
Nikki McCray,27,13.8,2.6,1.1,2.5,44.8,0.2,0.4,45.5,0.1,0.3,57.1,0.4,0.7,1.1,0.5,0.7,0.3,0.0,1.3,-0.6,Phoenix Mercury,2004,1611661317
Penny Taylor,33,32.6,13.2,4.5,9.4,48.4,1.2,2.9,42.7,2.8,3.3,86.1,1.5,3.3,4.8,2.5,2.5,1.6,0.4,3.3,2.0,Phoenix Mercury,2004,1611661317
Plenette Pierson,31,25.8,9.4,3.6,8.2,44.3,0.0,0.1,0.0,2.1,3.5,60.6,1.5,2.7,4.2,0.8,1.6,0.8,0.5,3.3,0.9,Phoenix Mercury,2004,1611661317
Shereka Wright,24,10.1,2.4,0.5,1.8,31.0,0.3,0.5,46.2,1.0,1.3,78.1,0.7,0.4,1.1,0.3,0.6,0.1,0.0,0.8,1.4,Phoenix Mercury,2004,1611661317
Slobodanka Tuvic,33,21.0,2.8,1.1,3.0,37.4,0.0,0.0,0.0,0.5,0.7,70.8,0.8,3.0,3.7,1.0,1.2,0.8,1.1,3.5,2.5,Phoenix Mercury,2004,1611661317
Tamara Moore,32,12.1,2.6,0.8,1.9,44.3,0.1,0.3,30.0,0.8,0.9,86.2,0.2,0.7,0.9,1.7,1.1,0.8,0.3,1.4,1.3,Phoenix Mercury,2004,1611661317
Angelina Williams,16,9.2,2.5,0.9,3.1,30.0,0.3,1.1,22.2,0.4,0.4,85.7,0.6,0.9,1.4,0.6,0.7,0.3,0.4,1.1,-0.7,Phoenix Mercury,2005,1611661317
Anna DeForge,33,34.4,13.1,4.3,11.0,39.0,1.4,4.4,32.6,3.1,3.6,85.0,0.9,2.5,3.5,2.4,2.5,1.2,0.2,2.0,0.0,Phoenix Mercury,2005,1611661317
Ashley Robinson,34,19.4,3.0,1.2,3.8,32.6,0.0,0.0,0.0,0.6,1.1,50.0,1.4,2.1,3.5,0.9,1.1,0.6,1.0,3.2,-1.2,Phoenix Mercury,2005,1611661317
Belinda Snell,20,11.3,3.3,1.0,2.8,34.5,0.6,1.9,29.7,0.8,0.9,88.9,1.0,0.9,1.8,0.9,0.6,0.4,0.1,1.6,-2.2,Phoenix Mercury,2005,1611661317
Diana Taurasi,33,32.8,16.0,5.3,12.9,41.0,1.7,5.4,31.3,3.7,4.6,80.1,0.7,3.5,4.2,4.5,3.4,1.2,0.8,3.4,0.6,Phoenix Mercury,2005,1611661317
Gwen Jackson,11,10.9,2.8,1.2,2.4,50.0,0.2,0.4,50.0,0.3,0.5,50.0,0.7,1.4,2.1,0.3,0.9,0.0,0.3,1.1,-2.1,Phoenix Mercury,2005,1611661317
Kamila Vodichkova,28,29.3,10.9,4.5,9.2,49.4,0.1,0.3,42.9,1.7,2.6,66.7,2.1,4.9,7.0,2.3,2.1,1.0,0.8,3.1,3.6,Phoenix Mercury,2005,1611661317
Kayte Christensen,11,9.9,1.6,0.6,1.4,46.7,0.0,0.0,0.0,0.4,0.6,57.1,0.8,1.2,2.0,0.6,0.9,0.6,0.5,2.3,0.1,Phoenix Mercury,2005,1611661317
Lisa Harrison,27,11.0,1.5,0.6,1.3,44.1,0.0,0.0,0.0,0.4,0.5,78.6,0.5,1.0,1.4,0.4,0.4,0.2,0.0,1.2,-1.1,Phoenix Mercury,2005,1611661317
Maria Stepanova,15,27.5,10.8,4.5,9.6,47.2,0.0,0.0,0.0,1.7,2.7,65.0,1.9,3.4,5.3,1.5,1.5,1.3,2.5,2.2,6.1,Phoenix Mercury,2005,1611661317
Niele Ivey,14,11.0,1.7,0.6,1.7,33.3,0.1,0.7,20.0,0.4,0.4,100.0,0.2,0.5,0.7,1.4,0.4,0.4,0.0,1.2,1.9,Phoenix Mercury,2005,1611661317
Penny Taylor,29,29.4,13.2,4.2,9.0,46.4,1.3,3.2,40.4,3.5,4.1,86.4,1.3,2.8,4.1,3.2,2.7,1.3,0.4,3.0,1.7,Phoenix Mercury,2005,1611661317
Plenette Pierson,12,26.5,7.7,3.0,8.8,34.3,0.0,0.1,0.0,1.7,2.4,69.0,1.6,3.3,4.9,1.1,2.7,0.8,1.1,3.3,-4.0,Phoenix Mercury,2005,1611661317
Sandora Irvin,12,10.1,3.7,1.2,3.7,31.8,0.3,0.7,50.0,1.0,1.3,80.0,1.3,1.5,2.8,0.4,0.2,0.4,0.5,1.7,-2.8,Phoenix Mercury,2005,1611661317
Shereka Wright,25,13.9,3.8,1.0,2.4,40.7,0.4,1.4,31.4,1.4,2.1,67.3,0.7,1.3,2.0,0.9,1.1,0.6,0.1,0.5,-1.1,Phoenix Mercury,2005,1611661317
Ann Strother,8,4.9,2.0,0.8,1.8,42.9,0.5,1.3,40.0,0.0,0.0,0.0,0.3,0.4,0.6,0.3,0.0,0.1,0.3,0.4,-0.5,Phoenix Mercury,2006,1611661317
Belinda Snell,29,8.5,3.4,1.2,3.1,38.9,0.7,2.2,31.7,0.3,0.3,100.0,0.4,1.0,1.3,0.7,0.6,0.5,0.1,1.0,2.0,Phoenix Mercury,2006,1611661317
Bridget Pettis,11,6.1,1.3,0.5,1.7,26.3,0.1,0.7,12.5,0.3,0.5,50.0,0.5,0.4,0.8,0.9,0.2,0.3,0.0,1.0,-2.8,Phoenix Mercury,2006,1611661317
Cappie Pondexter,31,33.3,19.4,6.8,15.4,44.3,1.5,3.9,38.5,4.3,5.1,84.7,1.2,2.1,3.3,3.1,1.4,1.2,0.1,2.6,1.9,Phoenix Mercury,2006,1611661317
Crystal Smith,21,9.1,2.9,1.0,2.2,44.7,0.3,0.9,36.8,0.5,0.6,91.7,0.2,0.9,1.0,1.0,0.9,0.8,0.0,1.0,-1.2,Phoenix Mercury,2006,1611661317
Diana Taurasi,33,33.7,25.0,8.7,19.3,44.8,3.5,8.9,38.9,4.2,5.4,78.0,0.7,2.7,3.4,4.1,2.3,1.2,0.8,3.0,3.4,Phoenix Mercury,2006,1611661317
Jennifer Derevjanik,30,15.5,3.2,1.3,2.5,50.7,0.1,0.5,26.7,0.5,0.9,61.5,0.4,1.5,1.9,2.3,0.8,0.8,0.2,1.4,-0.1,Phoenix Mercury,2006,1611661317
Jennifer Lacy,32,15.4,5.0,1.9,3.9,48.0,0.0,0.1,0.0,1.3,1.8,69.0,1.3,1.9,3.2,0.4,1.4,0.4,0.3,3.2,0.0,Phoenix Mercury,2006,1611661317
Kamila Vodichkova,27,26.2,9.6,4.0,8.8,45.0,0.0,0.2,0.0,1.7,2.3,75.4,1.6,5.1,6.7,1.4,1.9,1.0,0.7,3.1,0.7,Phoenix Mercury,2006,1611661317
Kayte Christensen,11,4.9,0.3,0.1,0.5,16.7,0.0,0.0,0.0,0.1,0.2,50.0,0.2,1.1,1.3,0.2,0.5,0.3,0.1,1.3,-0.8,Phoenix Mercury,2006,1611661317
Kelly Miller,26,29.8,10.9,4.0,9.4,43.0,1.0,2.9,36.0,1.8,2.3,77.0,1.5,3.7,5.2,3.5,2.7,1.0,0.2,2.8,3.8,Phoenix Mercury,2006,1611661317
Kristen Rasmussen,33,26.6,4.4,1.9,3.7,51.6,0.2,0.4,46.2,0.4,0.6,60.0,2.2,4.1,6.2,2.1,1.0,0.8,0.8,2.8,2.7,Phoenix Mercury,2006,1611661317
Mandisa Stevenson,2,9.1,1.5,0.5,2.5,20.0,0.5,0.5,100.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,0.5,1.5,-11.5,Phoenix Mercury,2006,1611661317
Penny Taylor,19,26.8,14.2,5.0,11.2,44.8,1.2,3.2,36.1,3.0,3.5,86.4,1.6,4.0,5.6,2.5,1.4,1.5,0.4,2.8,3.4,Phoenix Mercury,2006,1611661317
Sandora Irvin,7,5.5,1.0,0.3,1.9,15.4,0.0,0.4,0.0,0.4,0.7,60.0,0.3,1.1,1.4,0.1,0.4,0.3,1.1,0.7,-0.7,Phoenix Mercury,2006,1611661317
Tamicha Jackson,3,17.9,8.0,3.3,9.3,35.7,0.0,1.0,0.0,1.3,2.0,66.7,0.3,1.0,1.3,2.3,1.3,2.0,0.3,2.3,-8.0,Phoenix Mercury,2006,1611661317
Adriana Moises Pinto,4,7.8,1.8,0.5,1.3,40.0,0.3,0.3,100.0,0.5,0.5,100.0,0.8,1.0,1.8,0.8,2.5,0.8,0.0,0.5,2.5,Phoenix Mercury,2007,1611661317
Belinda Snell,30,11.4,3.6,1.2,3.5,34.9,0.9,2.6,32.9,0.2,0.4,63.6,0.4,1.1,1.5,1.5,0.6,0.7,0.1,1.0,1.3,Phoenix Mercury,2007,1611661317
Cappie Pondexter,31,31.2,17.2,6.2,14.5,43.1,1.2,3.5,33.3,3.5,4.4,81.5,0.5,3.1,3.6,4.0,2.2,0.9,0.3,1.9,2.0,Phoenix Mercury,2007,1611661317
Diana Taurasi,32,32.0,19.2,6.4,14.6,44.0,3.0,8.1,36.7,3.3,4.0,83.5,0.6,3.7,4.2,4.3,2.6,1.4,1.1,3.3,3.3,Phoenix Mercury,2007,1611661317
Jennifer Derevjanik,23,8.7,1.6,0.6,1.3,43.3,0.0,0.4,10.0,0.4,0.5,81.8,0.2,0.8,1.0,1.0,0.7,0.3,0.0,0.8,0.9,Phoenix Mercury,2007,1611661317
Jennifer Lacy,20,4.7,1.8,0.6,1.5,41.4,0.1,0.2,33.3,0.5,0.9,55.6,0.5,0.5,1.0,0.1,0.5,0.2,0.0,1.3,-1.3,Phoenix Mercury,2007,1611661317
Kelly Mazzante,34,14.4,5.4,1.9,4.9,38.8,1.1,3.4,34.2,0.4,0.4,100.0,0.3,1.3,1.6,1.1,0.6,0.8,0.1,0.8,2.3,Phoenix Mercury,2007,1611661317
Kelly Miller,34,30.6,9.4,3.4,7.1,47.9,0.8,2.1,38.6,1.9,2.4,78.0,1.4,3.6,4.9,4.6,2.5,1.2,0.1,2.8,1.6,Phoenix Mercury,2007,1611661317
Kelly Schumacher,34,16.0,4.4,1.7,3.7,45.6,0.1,0.2,42.9,1.0,1.4,73.9,0.9,3.5,4.3,0.4,1.0,0.5,0.7,1.9,0.7,Phoenix Mercury,2007,1611661317
Olympia Scott,8,4.0,1.0,0.1,0.9,14.3,0.0,0.0,0.0,0.8,1.0,75.0,0.3,0.3,0.5,0.3,0.4,0.4,0.1,0.8,-1.8,Phoenix Mercury,2007,1611661317
Penny Taylor,34,29.7,17.8,5.8,11.7,49.9,1.0,2.6,37.8,5.1,5.8,88.4,2.1,4.1,6.3,2.9,2.3,1.5,0.6,3.5,5.5,Phoenix Mercury,2007,1611661317
Tangela Smith,34,31.5,12.6,4.9,11.7,41.4,0.6,1.8,32.8,2.3,2.9,78.8,1.6,4.9,6.5,1.3,1.6,1.2,1.6,3.0,1.9,Phoenix Mercury,2007,1611661317
Teana Miller,2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,Phoenix Mercury,2007,1611661317
Allie Quigley,14,7.1,2.1,0.9,2.8,33.3,0.1,0.8,18.2,0.1,0.1,50.0,0.4,0.4,0.8,0.3,0.4,0.4,0.1,0.6,-0.9,Phoenix Mercury,2008,1611661317
Barbara Farris,34,16.3,3.5,1.3,2.7,47.3,0.0,0.0,0.0,0.9,1.3,69.8,1.1,2.7,3.8,0.2,1.0,0.6,0.1,2.6,-0.1,Phoenix Mercury,2008,1611661317
Brooke Smith,10,13.4,4.1,1.6,2.8,57.1,0.0,0.0,0.0,0.9,1.3,69.2,1.0,2.6,3.6,0.9,0.9,0.2,0.3,2.9,-0.2,Phoenix Mercury,2008,1611661317
Cappie Pondexter,32,31.3,21.2,7.3,17.7,41.3,1.3,4.1,31.3,5.3,6.3,84.6,0.8,2.9,3.7,4.2,2.9,1.2,0.2,2.6,-1.5,Phoenix Mercury,2008,1611661317
Diana Taurasi,34,31.8,24.1,7.6,17.0,44.6,2.6,7.3,36.0,6.3,7.3,87.0,0.8,4.3,5.1,3.6,2.4,1.4,1.4,3.7,1.3,Phoenix Mercury,2008,1611661317
Jennifer Derevjanik,17,8.5,0.8,0.3,1.1,26.3,0.1,0.5,12.5,0.2,0.2,75.0,0.3,0.7,1.0,1.6,0.6,0.1,0.2,1.0,-3.1,Phoenix Mercury,2008,1611661317
Kelly Mazzante,34,18.9,5.8,2.0,6.0,33.2,1.6,5.0,33.1,0.1,0.2,83.3,0.4,1.5,1.9,1.1,0.5,0.7,0.1,1.3,1.0,Phoenix Mercury,2008,1611661317
Kelly Miller,34,27.8,8.3,3.1,7.7,40.8,0.6,1.5,38.5,1.4,1.7,84.5,1.5,2.9,4.4,4.0,2.5,0.6,0.1,1.9,0.8,Phoenix Mercury,2008,1611661317
LaToya Sanders,29,13.0,4.4,1.5,3.3,44.8,0.0,0.0,0.0,1.4,1.8,82.4,1.8,1.7,3.5,0.3,0.9,0.3,1.5,2.4,-1.1,Phoenix Mercury,2008,1611661317
Le'coe Willingham,34,24.5,10.1,4.1,7.2,57.0,0.1,0.8,18.5,1.8,2.4,74.1,2.5,3.4,5.9,0.9,1.4,0.6,0.2,3.4,1.4,Phoenix Mercury,2008,1611661317
Olympia Scott,6,11.5,2.7,1.3,3.7,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.8,3.2,0.5,1.0,0.2,1.0,3.8,-2.0,Phoenix Mercury,2008,1611661317
Tangela Smith,25,28.9,11.1,4.4,10.6,41.7,0.6,1.8,34.8,1.6,1.8,86.7,2.0,5.0,7.0,1.1,1.6,1.1,1.2,3.9,-0.4,Phoenix Mercury,2008,1611661317
Willnett Crockett,5,8.3,1.8,0.6,1.6,37.5,0.0,0.0,0.0,0.6,1.0,60.0,0.8,1.4,2.2,0.0,0.2,0.8,0.2,2.8,2.4,Phoenix Mercury,2008,1611661317
Yuko Oga,23,7.8,2.4,0.9,2.5,35.1,0.0,0.4,0.0,0.7,0.7,94.1,0.2,0.5,0.7,0.6,1.0,0.3,0.0,0.6,0.5,Phoenix Mercury,2008,1611661317
Allie Quigley,6,5.4,1.7,0.5,1.3,37.5,0.3,0.7,50.0,0.3,0.3,100.0,0.2,0.7,0.8,0.2,0.8,0.0,0.0,1.0,0.2,Phoenix Mercury,2009,1611661317
Brooke Smith,21,6.9,1.0,0.3,0.7,46.7,0.0,0.0,0.0,0.3,0.4,87.5,0.5,1.1,1.7,0.1,0.3,0.1,0.1,1.4,-0.2,Phoenix Mercury,2009,1611661317
Cappie Pondexter,34,31.3,18.8,6.8,14.9,45.8,1.3,3.5,36.1,3.9,4.4,88.1,0.9,3.3,4.2,5.0,2.5,0.8,0.4,2.9,4.3,Phoenix Mercury,2009,1611661317
DeWanna Bonner,34,21.2,11.1,3.7,8.1,45.5,0.1,0.4,15.4,3.7,4.5,81.2,2.1,3.7,5.7,0.4,1.0,0.7,0.7,2.1,1.2,Phoenix Mercury,2009,1611661317
Diana Taurasi,31,31.2,20.3,6.4,13.9,46.3,2.5,6.2,41.1,4.9,5.5,89.4,0.6,5.2,5.7,3.5,2.6,1.2,1.4,3.0,4.9,Phoenix Mercury,2009,1611661317
Kelly Mazzante,31,14.0,3.4,1.2,3.2,36.4,1.0,2.8,35.2,0.1,0.1,100.0,0.2,1.1,1.3,0.5,0.3,0.3,0.1,1.4,-1.0,Phoenix Mercury,2009,1611661317
Ketia Swanier,33,11.6,2.8,1.0,2.6,37.9,0.3,1.0,34.4,0.5,0.5,88.9,0.2,1.3,1.5,1.5,1.4,0.5,0.1,1.0,-1.3,Phoenix Mercury,2009,1611661317
Le'coe Willingham,34,20.8,10.0,4.0,7.5,53.5,0.0,0.2,12.5,2.0,2.3,84.8,1.9,2.3,4.2,1.0,1.3,0.6,0.3,2.7,3.1,Phoenix Mercury,2009,1611661317
Nicole Ohlde,21,14.8,5.2,1.8,3.4,53.5,0.0,0.0,0.0,1.6,2.2,71.7,0.9,1.9,2.8,0.3,1.4,0.2,1.0,2.6,0.7,Phoenix Mercury,2009,1611661317
Penny Taylor,14,20.2,10.9,3.6,7.7,46.3,0.7,1.8,40.0,3.1,3.4,89.6,0.9,1.6,2.4,2.3,2.2,1.3,0.1,2.3,1.9,Phoenix Mercury,2009,1611661317
Tangela Smith,34,26.8,9.7,3.9,8.8,44.8,1.2,2.7,45.7,0.6,0.7,87.0,1.0,4.3,5.4,0.8,1.1,1.0,1.6,3.1,2.6,Phoenix Mercury,2009,1611661317
Temeka Johnson,34,26.4,9.6,3.7,8.2,44.8,1.1,2.5,41.9,1.2,1.5,84.0,0.2,3.3,3.5,4.6,2.2,0.9,0.1,2.3,5.8,Phoenix Mercury,2009,1611661317
Brooke Smith,16,8.2,2.5,1.1,1.4,73.9,0.0,0.0,0.0,0.4,0.4,85.7,0.4,1.4,1.8,0.3,0.2,0.1,0.3,1.0,-1.4,Phoenix Mercury,2010,1611661317
Candice Dupree,34,29.8,15.7,6.8,10.2,66.4,0.0,0.0,0.0,2.1,2.3,93.6,2.2,5.4,7.6,1.3,1.9,1.0,0.8,2.5,-0.5,Phoenix Mercury,2010,1611661317
DeWanna Bonner,32,25.4,12.0,4.1,8.9,46.5,0.6,1.7,35.8,3.1,3.7,84.0,2.1,4.0,6.1,1.3,1.3,0.7,1.2,1.8,-0.4,Phoenix Mercury,2010,1611661317
Diana Taurasi,31,32.2,22.6,6.8,16.0,42.7,2.6,6.9,37.4,6.4,7.0,91.2,0.4,3.9,4.3,4.7,3.5,1.2,0.6,3.5,0.9,Phoenix Mercury,2010,1611661317
Kara Braxton,13,17.2,11.1,4.3,7.9,54.4,0.0,0.0,0.0,2.5,3.5,71.1,2.2,2.6,4.8,1.2,2.1,0.6,0.4,2.8,-4.2,Phoenix Mercury,2010,1611661317
Ketia Swanier,32,10.1,3.0,1.1,2.9,39.1,0.4,1.0,38.7,0.3,0.7,52.4,0.2,1.0,1.2,1.7,1.3,0.3,0.0,0.7,-2.0,Phoenix Mercury,2010,1611661317
Nicole Ohlde,20,11.1,3.0,1.2,2.6,44.2,0.0,0.0,0.0,0.7,1.2,60.9,0.4,1.5,1.9,0.5,0.8,0.2,0.4,1.6,-0.9,Phoenix Mercury,2010,1611661317
Penny Taylor,32,30.0,15.9,5.4,10.6,50.9,1.4,3.3,44.2,3.7,4.1,89.3,1.0,3.4,4.4,5.0,2.4,1.5,0.3,2.8,3.8,Phoenix Mercury,2010,1611661317
Sequoia Holmes,15,8.0,1.8,0.5,2.6,20.5,0.0,0.7,0.0,0.7,1.0,73.3,0.5,0.8,1.3,0.4,0.7,0.4,0.0,1.1,-1.9,Phoenix Mercury,2010,1611661317
Tangela Smith,34,29.2,9.2,3.5,8.8,39.5,1.5,4.3,34.7,0.8,1.1,75.0,1.0,4.2,5.2,0.9,1.1,0.7,0.9,3.4,1.2,Phoenix Mercury,2010,1611661317
Taylor Lilley,21,10.8,3.3,1.1,2.8,39.7,0.7,2.0,32.6,0.5,0.5,90.9,0.1,0.7,0.9,0.7,0.8,0.5,0.0,0.9,-0.9,Phoenix Mercury,2010,1611661317
Temeka Johnson,34,27.3,9.2,3.6,8.7,41.1,0.9,2.9,30.9,1.1,1.4,79.6,0.6,2.6,3.2,4.7,2.0,0.9,0.2,2.5,1.9,Phoenix Mercury,2010,1611661317
Alexis Gray-Lawson,27,11.4,3.9,1.2,3.1,39.8,0.6,1.6,34.9,0.9,1.0,82.1,0.2,0.6,0.7,1.3,0.8,0.2,0.0,1.1,0.0,Phoenix Mercury,2011,1611661317
Candice Dupree,34,31.6,14.6,5.8,10.6,54.8,0.0,0.2,16.7,2.9,3.4,85.2,2.5,5.7,8.2,1.8,2.0,0.6,0.7,2.2,3.8,Phoenix Mercury,2011,1611661317
DeWanna Bonner,34,25.2,10.7,3.5,8.2,43.0,1.0,3.0,34.3,2.6,2.9,90.9,1.8,5.2,7.0,0.8,1.0,1.0,1.1,1.8,1.0,Phoenix Mercury,2011,1611661317
Diana Taurasi,32,30.1,21.6,6.5,14.5,44.9,2.5,6.4,39.5,6.1,6.8,90.3,0.4,2.8,3.2,3.6,3.0,0.8,0.6,3.5,4.4,Phoenix Mercury,2011,1611661317
Kara Braxton,18,19.8,10.6,4.5,8.1,55.9,0.2,0.4,50.0,1.4,2.3,59.5,1.6,3.3,4.9,1.3,1.8,0.8,0.8,3.2,2.1,Phoenix Mercury,2011,1611661317
Ketia Swanier,29,14.8,2.7,0.9,2.7,34.2,0.4,1.4,28.6,0.4,0.6,68.8,0.2,1.7,1.9,2.3,1.7,0.8,0.0,1.7,1.6,Phoenix Mercury,2011,1611661317
Krystal Thomas,8,12.2,2.6,1.1,2.0,56.3,0.0,0.0,0.0,0.4,0.8,50.0,0.5,0.5,1.0,0.1,0.4,0.0,0.6,1.9,-1.8,Phoenix Mercury,2011,1611661317
Marie Ferdinand-Harris,34,17.4,6.8,2.6,7.6,33.5,0.5,1.6,33.3,1.1,1.1,97.4,0.4,1.1,1.5,1.1,1.3,0.6,0.2,1.8,-1.2,Phoenix Mercury,2011,1611661317
Nakia Sanford,33,14.4,4.2,1.4,2.9,48.4,0.0,0.0,0.0,1.4,1.8,75.0,1.5,2.6,4.2,0.4,0.9,0.2,0.2,2.2,1.3,Phoenix Mercury,2011,1611661317
Olayinka Sanni,14,5.2,1.6,0.7,1.1,66.7,0.0,0.0,0.0,0.1,0.4,33.3,0.3,0.4,0.7,0.0,0.9,0.2,0.1,1.6,-4.0,Phoenix Mercury,2011,1611661317
Penny Taylor,29,29.8,16.7,5.7,11.1,51.1,1.6,3.9,40.2,3.8,4.4,87.4,1.0,3.9,4.9,4.7,2.2,1.7,0.4,2.3,5.2,Phoenix Mercury,2011,1611661317
Sidney Spencer,8,8.1,1.9,0.6,2.0,31.3,0.4,0.5,75.0,0.3,0.3,100.0,0.0,0.6,0.6,0.8,0.0,0.0,0.0,0.5,0.6,Phoenix Mercury,2011,1611661317
Temeka Johnson,30,23.9,6.4,2.5,5.7,43.5,0.8,2.2,38.5,0.6,0.7,86.4,0.3,1.7,2.0,4.4,1.9,0.8,0.2,1.8,1.1,Phoenix Mercury,2011,1611661317
Alexis Gray-Lawson,19,16.7,4.5,1.6,5.4,29.4,0.3,2.0,15.8,1.0,1.4,73.1,0.7,1.3,2.0,1.2,0.9,0.4,0.2,2.1,-4.7,Phoenix Mercury,2012,1611661317
Alexis Hornbuckle,34,25.5,6.5,2.5,7.6,33.5,0.8,2.4,32.5,0.7,1.1,60.5,1.3,2.9,4.2,2.0,2.1,1.2,0.5,2.9,-7.0,Phoenix Mercury,2012,1611661317
Andrea Riley,9,9.3,2.8,0.6,3.1,17.9,0.1,1.8,6.3,1.6,1.9,82.4,0.0,0.9,0.9,1.4,1.3,0.3,0.1,0.6,-2.9,Phoenix Mercury,2012,1611661317
Avery Warley-Talbert,28,17.8,3.1,1.2,2.5,47.1,0.0,0.0,0.0,0.7,1.2,58.8,2.4,3.3,5.7,0.2,1.1,0.4,0.5,2.9,-5.0,Phoenix Mercury,2012,1611661317
Briana Butler,11,23.5,7.0,2.2,6.5,33.8,1.3,3.4,37.8,1.4,1.7,78.9,1.3,2.4,3.6,1.1,1.3,0.5,0.5,1.4,-8.8,Phoenix Mercury,2012,1611661317
Candice Dupree,13,26.5,13.2,5.5,11.3,48.3,0.0,0.1,0.0,2.3,2.8,81.1,1.2,3.5,4.8,1.3,2.1,0.6,0.5,1.5,-9.3,Phoenix Mercury,2012,1611661317
Charde Houston,27,25.7,12.0,4.7,11.4,40.8,1.4,4.1,34.8,1.3,1.7,72.3,1.1,2.4,3.4,1.6,1.9,1.3,0.4,3.0,-6.7,Phoenix Mercury,2012,1611661317
DeWanna Bonner,32,35.0,20.6,6.6,18.2,36.4,1.6,5.8,28.3,5.8,6.8,85.2,1.7,5.5,7.2,2.2,2.3,1.7,0.9,1.4,-10.4,Phoenix Mercury,2012,1611661317
Diana Taurasi,8,20.7,14.0,4.3,9.8,43.6,2.1,5.4,39.5,3.4,3.8,90.0,0.1,1.5,1.6,2.3,1.8,0.5,0.5,2.0,-3.0,Phoenix Mercury,2012,1611661317
Dymond Simon,8,12.2,3.8,1.6,5.6,28.9,0.3,2.0,12.5,0.3,0.3,100.0,0.1,1.4,1.5,1.9,1.8,0.5,0.0,1.3,-7.1,Phoenix Mercury,2012,1611661317
Krystal Thomas,29,26.6,6.4,2.6,5.4,48.4,0.0,0.0,0.0,1.1,2.3,50.0,3.2,4.8,8.0,0.9,2.3,0.2,0.9,3.2,-9.5,Phoenix Mercury,2012,1611661317
Lynetta Kizer,15,15.6,7.1,2.9,6.6,44.4,0.2,0.3,75.0,1.1,1.1,94.1,1.7,1.7,3.4,0.5,1.1,0.4,0.1,2.1,-8.3,Phoenix Mercury,2012,1611661317
Nakia Sanford,30,16.7,4.1,1.6,3.8,42.5,0.1,0.5,25.0,0.8,1.3,60.0,1.5,1.8,3.3,0.6,1.3,0.5,0.3,2.9,-2.9,Phoenix Mercury,2012,1611661317
Samantha Prahalis,28,31.6,11.6,4.2,12.0,35.2,1.0,3.8,27.1,2.1,2.4,86.8,0.5,2.7,3.2,4.5,3.0,1.6,0.1,2.5,-9.7,Phoenix Mercury,2012,1611661317
Zane Tamane,2,7.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,1.0,0.0,0.0,0.5,-8.0,Phoenix Mercury,2012,1611661317
Alexis Hornbuckle,30,12.4,3.0,1.0,3.1,32.6,0.3,1.2,27.8,0.7,1.0,70.0,0.3,1.4,1.7,1.3,1.3,0.4,0.1,2.0,-2.6,Phoenix Mercury,2013,1611661317
Briana Butler,34,22.4,4.4,1.8,4.5,39.5,0.4,1.5,25.5,0.4,0.7,62.5,0.8,2.4,3.2,1.5,0.7,0.7,0.4,1.8,0.2,Phoenix Mercury,2013,1611661317
Brittney Griner,27,25.9,12.6,5.1,9.3,55.6,0.0,0.0,0.0,2.3,3.2,72.4,1.4,5.0,6.3,1.0,1.7,0.5,3.0,3.0,1.1,Phoenix Mercury,2013,1611661317
Candice Dupree,32,33.0,15.2,6.4,12.4,51.5,0.0,0.1,0.0,2.4,2.7,89.7,1.5,4.9,6.4,1.9,2.0,1.1,0.4,1.8,-1.1,Phoenix Mercury,2013,1611661317
Charde Houston,34,17.2,5.9,2.3,5.7,40.0,0.3,1.5,18.0,1.0,1.3,77.8,0.6,1.7,2.3,1.3,1.6,0.5,0.4,3.0,-2.1,Phoenix Mercury,2013,1611661317
DeWanna Bonner,34,32.9,14.5,4.7,11.5,41.0,1.6,4.9,32.5,3.5,3.9,90.1,1.0,4.8,5.8,2.4,1.6,1.1,0.3,1.3,1.1,Phoenix Mercury,2013,1611661317
Diana Taurasi,32,32.3,20.3,6.3,13.7,45.6,2.2,6.2,34.7,5.7,6.7,85.4,0.6,3.6,4.2,6.2,3.6,0.7,0.5,3.2,2.1,Phoenix Mercury,2013,1611661317
Jasmine James,16,11.8,3.1,1.1,3.4,33.3,0.0,0.5,0.0,0.8,1.1,72.2,0.3,1.1,1.4,1.8,1.2,0.9,0.1,1.1,-0.4,Phoenix Mercury,2013,1611661317
Krystal Thomas,34,14.0,2.3,1.0,1.9,51.6,0.0,0.0,0.0,0.4,0.9,41.9,1.1,3.0,4.1,0.2,0.9,0.2,0.5,2.6,-1.9,Phoenix Mercury,2013,1611661317
Lynetta Kizer,27,9.9,2.6,1.1,2.6,44.9,0.0,0.0,0.0,0.3,0.5,64.3,0.8,1.3,2.1,0.2,0.8,0.4,0.2,2.0,0.7,Phoenix Mercury,2013,1611661317
