Player,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jimmy Oliver,1996-97,27.0,TOR,NBA,SG,4,0,10.8,1.0,3.3,.308,0.3,1.5,.167,0.8,1.8,.429,.346,0.5,0.5,1.000,0.3,1.0,1.3,0.3,0.5,0.0,0.8,0.5,2.8
Jimmy Oliver,1997-98,28.0,WAS,NBA,SG,1,0,10.0,2.0,4.0,.500,1.0,2.0,.500,1.0,2.0,.500,.625,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0
Jimmy Oliver,1998-99,29.0,PHO,NBA,SG,2,0,5.5,0.5,1.5,.333,0.5,0.5,1.000,0.0,1.0,.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5
Jimmy Oliver,Career,,,NBA,,78,14,11.0,1.7,4.3,.407,0.2,0.6,.340,1.5,3.6,.418,.432,0.6,0.7,.772,0.2,0.8,1.0,0.7,0.3,0.0,0.4,0.8,4.2
Jodie Meeks,2009-10,22.0,TOT,NBA,SG,60.0,0.0,12.0,1.7,4.5,0.388,0.7,2.2,0.318,1.0,2.3,0.456,0.466,0.5,0.7,0.795,0.2,1.5,1.7,0.7,0.3,0.1,0.4,0.9,4.7
Jodie Meeks,2009-10,22.0,MIL,NBA,SG,41.0,0.0,11.9,1.6,4.3,0.362,0.6,2.0,0.28,1.0,2.3,0.432,0.427,0.4,0.5,0.857,0.1,1.6,1.8,0.5,0.3,0.1,0.5,0.8,4.1
Jodie Meeks,2009-10,22.0,PHI,NBA,SG,19.0,0.0,12.3,2.1,4.8,0.44,1.0,2.6,0.38,1.1,2.2,0.512,0.544,0.7,0.9,0.722,0.2,1.2,1.4,0.9,0.3,0.1,0.3,1.0,5.9
Jodie Meeks,2010-11,23.0,PHI,NBA,SG,74.0,64.0,27.9,3.3,7.7,0.425,1.9,4.7,0.397,1.4,3.0,0.468,0.546,2.1,2.3,0.894,0.3,2.0,2.3,1.1,0.9,0.1,0.8,1.3,10.5
Jodie Meeks,2011-12,24.0,PHI,NBA,SG,66.0,50.0,24.9,2.9,7.1,0.409,1.5,4.0,0.365,1.4,3.0,0.468,0.513,1.2,1.3,0.906,0.3,2.2,2.4,0.8,0.6,0.0,0.4,1.2,8.4
Jodie Meeks,2012-13,25.0,LAL,NBA,SG,78.0,10.0,21.3,2.6,6.8,0.387,1.6,4.4,0.357,1.1,2.4,0.441,0.502,1.1,1.2,0.896,0.5,1.7,2.2,0.9,0.7,0.1,0.7,1.3,7.9
Jodie Meeks,2013-14,26.0,LAL,NBA,SG,77.0,70.0,33.2,5.4,11.6,0.463,2.1,5.2,0.401,3.3,6.3,0.514,0.554,2.9,3.4,0.857,0.4,2.1,2.5,1.8,1.4,0.1,1.4,1.5,15.7
Jodie Meeks,2014-15,27.0,DET,NBA,SG,60.0,0.0,24.4,3.7,8.9,0.416,1.2,3.5,0.349,2.5,5.4,0.46,0.485,2.4,2.7,0.906,0.2,1.5,1.7,1.3,1.0,0.1,1.0,1.3,11.1
Jodie Meeks,2015-16,28.0,DET,NBA,SG,3.0,0.0,14.3,2.3,6.7,0.35,1.3,3.0,0.444,1.0,3.7,0.273,0.45,1.3,1.3,1.0,0.3,1.3,1.7,1.0,0.0,0.0,0.3,0.7,7.3
Jodie Meeks,2016-17,29.0,ORL,NBA,SG,36.0,10.0,20.5,2.9,7.1,0.402,1.6,3.8,0.409,1.3,3.3,0.395,0.512,1.8,2.1,0.878,0.1,2.0,2.1,1.3,0.9,0.1,1.0,1.1,9.1
Jodie Meeks,2017-18,30.0,WAS,NBA,SG,77.0,0.0,14.5,2.0,5.1,0.399,0.9,2.7,0.343,1.1,2.4,0.464,0.491,1.3,1.5,0.863,0.2,1.4,1.6,0.9,0.4,0.1,0.5,0.7,6.3
Jodie Meeks,2018-19,31.0,TOR,NBA,SG,8.0,0.0,13.0,2.6,4.9,0.538,1.0,2.3,0.444,1.6,2.6,0.619,0.641,0.1,0.1,1.0,0.1,1.4,1.5,1.0,0.1,0.1,0.3,0.6,6.4
Jodie Meeks,Career,,,NBA,,539.0,204.0,22.5,3.1,7.4,0.42,1.4,3.9,0.373,1.7,3.5,0.471,0.517,1.6,1.9,0.879,0.3,1.8,2.1,1.1,0.8,0.1,0.8,1.2,9.3
Joel Embiid,2016-17,22.0,PHI,NBA,C,31,31,25.4,6.5,13.8,.466,1.2,3.2,.367,5.3,10.7,.495,.508,6.2,7.9,.783,2.0,5.9,7.8,2.1,0.9,2.5,3.8,3.6,20.2
Joel Embiid,2017-18,23.0,PHI,NBA,C,63,63,30.3,8.1,16.8,.483,1.0,3.4,.308,7.0,13.4,.527,.514,5.7,7.4,.769,2.3,8.7,11.0,3.2,0.6,1.8,3.7,3.3,22.9
Joel Embiid,2018-19,24.0,PHI,NBA,C,64,64,33.7,9.1,18.7,.484,1.2,4.1,.300,7.8,14.6,.535,.517,8.2,10.1,.804,2.5,11.1,13.6,3.7,0.7,1.9,3.5,3.3,27.5
Joel Embiid,2019-20,25.0,PHI,NBA,C,51,51,29.5,7.5,15.7,.477,1.1,3.4,.331,6.4,12.3,.517,.512,6.9,8.5,.807,2.8,8.9,11.6,3.0,0.9,1.3,3.1,3.4,23.0
Joel Embiid,2020-21,26.0,PHI,NBA,C,51,51,31.1,9.0,17.6,.513,1.1,3.0,.377,7.9,14.6,.541,.545,9.2,10.7,.859,2.2,8.4,10.6,2.8,1.0,1.4,3.1,2.4,28.5
Joel Embiid,2021-22,27.0,PHI,NBA,C,68,68,33.8,9.8,19.6,.499,1.4,3.7,.371,8.4,15.9,.529,.534,9.6,11.8,.814,2.1,9.6,11.7,4.2,1.1,1.5,3.1,2.7,30.6
Joel Embiid,2022-23,28.0,PHI,NBA,C,66,66,34.6,11.0,20.1,.548,1.0,3.0,.330,10.0,17.1,.587,.573,10.0,11.7,.857,1.7,8.4,10.2,4.2,1.0,1.7,3.4,3.1,33.1
Joel Embiid,Career,,,NBA,,394,394,31.8,9.0,17.9,.501,1.2,3.4,.337,7.8,14.5,.540,.533,8.1,9.9,.819,2.2,8.9,11.2,3.4,0.9,1.7,3.4,3.1,27.2
Joey Dorsey,2008-09,25.0,HOU,NBA,PF,3.0,0.0,2.0,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.7
Joey Dorsey,2009-10,26.0,TOT,NBA,PF,15.0,0.0,7.1,0.6,1.3,0.45,0.0,0.0,,0.6,1.3,0.45,0.45,0.3,0.8,0.417,1.1,1.8,2.9,0.1,0.2,0.1,0.4,1.4,1.5
Joey Dorsey,2009-10,26.0,HOU,NBA,PF,7.0,0.0,7.7,0.7,1.6,0.455,0.0,0.0,,0.7,1.6,0.455,0.455,0.1,0.3,0.5,1.6,2.0,3.6,0.3,0.3,0.1,0.6,1.7,1.6
Joey Dorsey,2009-10,26.0,SAC,NBA,PF,8.0,0.0,6.5,0.5,1.1,0.444,0.0,0.0,,0.5,1.1,0.444,0.444,0.5,1.3,0.4,0.6,1.6,2.3,0.0,0.1,0.1,0.3,1.1,1.5
Joey Dorsey,2010-11,27.0,TOR,NBA,C,43.0,9.0,12.1,1.2,2.3,0.525,0.0,0.0,,1.2,2.3,0.525,0.525,0.7,1.5,0.477,1.8,2.6,4.4,0.6,0.6,0.4,0.9,1.8,3.1
Joey Dorsey,2014-15,31.0,HOU,NBA,PF,69.0,17.0,12.4,1.2,2.1,0.552,0.0,0.0,0.0,1.2,2.1,0.556,0.552,0.3,1.2,0.289,1.5,2.6,4.0,0.4,0.6,0.4,0.6,2.3,2.7
Joey Dorsey,Career,,,NBA,,130.0,26.0,11.4,1.1,2.0,0.534,0.0,0.0,0.0,1.1,2.0,0.536,0.534,0.5,1.2,0.375,1.5,2.4,3.9,0.4,0.5,0.3,0.7,2.0,2.6
Joey Graham,2005-06,23.0,TOR,NBA,SF,80.0,24.0,19.8,2.5,5.2,0.478,0.4,1.1,0.333,2.1,4.1,0.517,0.513,1.4,1.7,0.812,0.7,2.3,3.1,0.8,0.5,0.2,1.2,2.9,6.7
Joey Graham,2006-07,24.0,TOR,NBA,SF,79.0,21.0,16.7,2.4,4.9,0.495,0.1,0.4,0.29,2.3,4.5,0.513,0.506,1.4,1.7,0.84,0.7,2.4,3.1,0.6,0.4,0.1,0.6,2.0,6.4
Joey Graham,2007-08,25.0,TOR,NBA,SF,38.0,3.0,8.7,1.3,3.0,0.434,0.1,0.1,0.667,1.2,2.9,0.427,0.442,1.0,1.2,0.844,0.5,1.3,1.8,0.4,0.1,0.0,0.6,1.2,3.6
Joey Graham,2008-09,26.0,TOR,NBA,SF,78.0,10.0,19.8,3.0,6.2,0.481,0.0,0.2,0.188,2.9,5.9,0.491,0.484,1.7,2.1,0.825,1.2,2.5,3.7,0.6,0.4,0.2,0.9,2.4,7.7
Joey Graham,2009-10,27.0,DEN,NBA,SF,63.0,18.0,12.0,1.7,3.2,0.52,0.0,0.2,0.154,1.6,3.0,0.545,0.525,0.9,1.2,0.74,0.6,1.3,2.0,0.3,0.4,0.1,0.7,1.7,4.2
Joey Graham,2010-11,28.0,CLE,NBA,SF,39.0,8.0,15.0,2.1,4.6,0.458,0.2,0.8,0.3,1.9,3.8,0.49,0.483,0.7,0.9,0.806,0.2,1.9,2.2,0.5,0.2,0.2,0.7,1.9,5.2
Joey Graham,Career,,,NBA,,377.0,84.0,16.2,2.3,4.7,0.483,0.1,0.5,0.3,2.1,4.2,0.503,0.498,1.2,1.5,0.815,0.7,2.1,2.8,0.5,0.4,0.1,0.8,2.1,5.9
Joe Wieskamp,2021-22,22.0,SAS,NBA,SG,29.0,0.0,7.1,0.7,1.9,0.357,0.5,1.5,0.326,0.2,0.4,0.462,0.482,0.2,0.4,0.538,0.1,0.3,0.5,0.3,0.1,0.1,0.1,0.5,2.1
Joe Wieskamp,2022-23,23.0,TOR,NBA,SF,9.0,0.0,5.6,0.3,1.6,0.214,0.3,1.3,0.25,0.0,0.2,0.0,0.321,0.0,0.0,,0.0,0.4,0.4,0.3,0.0,0.0,0.1,0.3,1.0
Joe Wieskamp,Career,,,NBA,,38.0,0.0,6.7,0.6,1.8,0.329,0.4,1.4,0.309,0.2,0.4,0.4,0.45,0.2,0.3,0.538,0.1,0.4,0.5,0.3,0.1,0.1,0.1,0.4,1.8
John Havlicek,1962-63,22.0,BOS,NBA,SF,80,,27.5,6.0,13.6,0.445,,,,,,,,2.2,3.0,0.728,,,6.7,2.2,,,,2.4,14.3
John Havlicek,1963-64,23.0,BOS,NBA,SF,80,,32.3,8.0,19.2,0.417,,,,,,,,3.9,5.3,0.746,,,5.4,3.0,,,,2.8,19.9
John Havlicek,1964-65,24.0,BOS,NBA,SG,75,,28.9,7.6,18.9,0.401,,,,,,,,3.1,4.2,0.744,,,4.9,2.7,,,,2.7,18.3
John Havlicek,1965-66,25.0,BOS,NBA,SF,71,,30.6,7.5,18.7,0.399,,,,,,,,3.9,4.9,0.785,,,6.0,3.0,,,,2.2,18.8
John Havlicek,1966-67,26.0,BOS,NBA,SF,81,,32.1,8.4,19.0,0.444,,,,,,,,4.5,5.4,0.828,,,6.6,3.4,,,,2.6,21.4
John Havlicek,1967-68,27.0,BOS,NBA,SG,82,,35.6,8.1,18.9,0.429,,,,,,,,4.5,5.5,0.812,,,6.7,4.7,,,,2.9,20.7
John Havlicek,1968-69,28.0,BOS,NBA,SG,82,,38.7,8.4,20.8,0.405,,,,,,,,4.7,6.0,0.78,,,7.0,5.4,,,,3.0,21.6
John Havlicek,1969-70,29.0,BOS,NBA,SG,81,,41.6,9.1,19.6,0.464,,,,,,,,6.0,7.1,0.844,,,7.8,6.8,,,,2.6,24.2
John Havlicek,1970-71,30.0,BOS,NBA,SF,81,,45.4,11.0,24.5,0.45,,,,,,,,6.8,8.4,0.818,,,9.0,7.5,,,,2.5,28.9
John Havlicek,1971-72,31.0,BOS,NBA,SF,82,,45.1,10.9,23.9,0.458,,,,,,,,5.6,6.7,0.834,,,8.2,7.5,,,,2.2,27.5
John Havlicek,1972-73,32.0,BOS,NBA,SF,80,,42.1,9.6,21.3,0.45,,,,,,,,4.6,5.4,0.858,,,7.1,6.6,,,,2.4,23.8
John Havlicek,1973-74,33.0,BOS,NBA,SF,76,,40.7,9.0,19.8,0.456,,,,,,,,4.6,5.5,0.832,1.8,4.6,6.4,5.9,1.3,0.4,,2.6,22.6
John Havlicek,1974-75,34.0,BOS,NBA,SF,82,,38.2,7.8,17.2,0.455,,,,,,,,3.5,4.0,0.87,1.9,4.0,5.9,5.3,1.3,0.2,,2.8,19.2
John Havlicek,1975-76,35.0,BOS,NBA,SF,76,,34.2,6.6,14.8,0.45,,,,,,,,3.7,4.4,0.844,1.5,2.6,4.1,3.7,1.3,0.4,,2.7,17.0
John Havlicek,1976-77,36.0,BOS,NBA,SF,79,,36.9,7.3,16.2,0.452,,,,,,,,3.0,3.6,0.816,1.4,3.5,4.8,5.1,1.1,0.2,,2.6,17.7
John Havlicek,1977-78,37.0,BOS,NBA,SF,82,,34.1,6.7,14.8,0.449,,,,,,,,2.8,3.3,0.855,1.1,2.9,4.0,4.0,1.1,0.3,2.5,2.3,16.1
John Havlicek,Career,,,NBA,,1270,,36.6,8.3,18.8,0.439,,,,,,,,4.2,5.2,0.815,1.5,3.5,6.3,4.8,1.2,0.3,2.5,2.6,20.8
John Long,1978-79,22.0,DET,NBA,SG,82,,30.5,7.1,15.1,.469,,,,7.1,15.1,.469,.469,1.9,2.3,.826,1.5,1.7,3.2,1.5,1.2,0.2,1.7,2.7,16.1
John Long,1979-80,23.0,DET,NBA,SG,69,,34.3,8.5,16.9,.505,0.0,0.2,.083,8.5,16.7,.510,.506,2.3,2.8,.825,2.2,2.7,4.9,3.0,1.9,0.4,3.0,3.2,19.4
John Long,1980-81,24.0,DET,NBA,SG,59,,29.7,7.5,16.2,.461,0.0,0.2,.182,7.4,16.0,.464,.462,2.7,3.1,.870,1.6,1.7,3.3,1.8,1.6,0.4,2.6,2.8,17.7
John Long,1981-82,25.0,DET,NBA,SG,69,66,32.0,9.2,18.8,.492,0.0,0.2,.133,9.2,18.5,.496,.493,3.4,4.0,.865,1.4,2.3,3.7,2.1,0.9,0.4,2.4,2.5,21.9
John Long,1982-83,26.0,DET,NBA,SG,70,30,21.2,4.5,9.9,.451,0.0,0.1,.286,4.4,9.8,.453,.452,1.6,2.1,.760,0.8,1.8,2.6,1.5,0.6,0.2,2.1,1.9,10.5
John Long,1983-84,27.0,DET,NBA,SG,82,82,30.7,6.6,14.1,.472,0.0,0.1,.200,6.6,14.0,.473,.472,3.0,3.4,.884,1.7,1.8,3.5,2.5,1.1,0.2,1.7,2.4,16.3
John Long,1984-85,28.0,DET,NBA,SG,66,55,27.6,6.5,13.4,.487,0.1,0.2,.333,6.5,13.2,.490,.490,1.6,1.9,.862,1.2,1.7,2.9,2.0,1.1,0.2,1.5,2.1,14.7
John Long,1985-86,29.0,DET,NBA,SG,62,30,19.0,4.3,8.8,.482,0.0,0.3,.188,4.2,8.6,.491,.484,1.4,1.7,.856,0.8,0.8,1.6,1.3,0.7,0.2,1.0,1.5,10.0
John Long,1986-87,30.0,IND,NBA,SG,80,68,28.3,6.1,14.6,.419,0.2,0.8,.284,5.9,13.8,.427,.427,2.7,3.1,.890,0.9,1.8,2.7,3.2,1.2,0.1,1.9,2.1,15.2
John Long,1987-88,31.0,IND,NBA,SG,81,81,25.0,5.1,10.9,.474,0.4,1.0,.442,4.7,9.9,.478,.494,2.0,2.3,.907,0.9,1.9,2.8,2.1,1.0,0.1,1.6,2.0,12.8
John Long,1988-89,32.0,TOT,NBA,SG,68,1,13.5,2.2,5.3,.409,0.1,0.3,.400,2.0,5.0,.410,.421,1.0,1.1,.921,0.3,0.9,1.1,1.2,0.4,0.0,0.8,1.2,5.5
John Long,1988-89,32.0,IND,NBA,SG,44,1,17.4,2.9,7.3,.401,0.2,0.5,.400,2.7,6.8,.401,.414,1.3,1.4,.937,0.4,1.1,1.5,1.5,0.7,0.0,1.1,1.5,7.3
John Long,1988-89,32.0,DET,NBA,SG,24,0,6.3,0.8,1.7,.475,0.0,0.0,,0.8,1.7,.475,.475,0.5,0.5,.846,0.1,0.4,0.5,0.6,0.0,0.1,0.4,0.7,2.0
John Long,1989-90,33.0,ATL,NBA,SG,48,19,21.5,3.6,8.0,.453,0.2,0.6,.345,3.4,7.4,.462,.466,1.0,1.1,.836,0.5,1.2,1.7,1.8,0.9,0.1,1.6,1.4,8.4
John Long,1990-91,34.0,DET,NBA,SG,25,0,10.2,1.4,3.4,.412,0.1,0.2,.333,1.3,3.2,.418,.424,1.0,1.0,.960,0.4,0.9,1.3,0.7,0.4,0.1,0.6,0.7,3.8
John Long,1996-97,40.0,TOR,NBA,SG,32,0,11.6,1.4,3.7,.393,0.4,1.1,.353,1.1,2.6,.410,.444,0.8,0.9,.893,0.2,1.1,1.3,0.7,0.3,0.1,0.8,0.9,4.0
John Long,Career,,,NBA,,893,432,25.4,5.7,12.2,.467,0.1,0.4,,5.6,11.9,.472,.472,2.0,2.4,.862,1.1,1.7,2.8,1.9,1.0,0.2,1.7,2.1,13.6
John Lucas III,2005-06,23.0,HOU,NBA,PG,13,0,8.2,1.1,2.8,.389,0.2,0.7,.222,0.9,2.1,.444,.417,0.0,0.0,,0.2,0.2,0.4,0.9,0.4,0.0,0.5,0.5,2.3
John Lucas III,2006-07,24.0,HOU,NBA,PG,47,0,8.1,1.3,3.3,.397,0.3,1.3,.254,1.0,2.1,.485,.446,0.3,0.4,.789,0.2,0.6,0.8,0.7,0.4,0.0,0.3,0.8,3.3
John Lucas III,2010-11,28.0,CHI,NBA,PG,2,0,5.0,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,0.0,1.0,.000,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0
John Lucas III,2011-12,29.0,CHI,NBA,PG,49,2,14.8,2.9,7.3,.399,1.1,2.9,.393,1.8,4.4,.404,.476,0.6,0.7,.875,0.4,1.1,1.6,2.2,0.4,0.0,0.9,0.9,7.5
John Lucas III,2012-13,30.0,TOR,NBA,PG,63,0,13.1,2.0,5.3,.386,0.9,2.4,.377,1.1,2.9,.393,.472,0.3,0.4,.720,0.1,0.9,1.0,1.7,0.4,0.0,0.4,0.8,5.3
John Lucas III,2013-14,31.0,UTA,NBA,PG,42,6,14.1,1.5,4.5,.326,0.6,2.0,.298,0.9,2.5,.349,.392,0.2,0.4,.625,0.3,0.6,0.9,1.0,0.3,0.0,0.5,1.0,3.8
John Lucas III,2014-15,32.0,DET,NBA,PG,21,0,13.0,2.0,5.0,.404,0.4,1.4,.310,1.6,3.6,.440,.447,0.2,0.2,1.000,0.2,0.6,0.8,2.9,0.4,0.0,0.8,0.9,4.7
John Lucas III,2016-17,34.0,MIN,NBA,PG,5,0,2.2,0.2,0.8,.250,0.0,0.2,.000,0.2,0.6,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4
John Lucas III,Career,,,NBA,,242,8,12.1,1.9,4.9,.383,0.7,2.0,.344,1.2,2.9,.409,.452,0.3,0.4,.768,0.2,0.7,1.0,1.5,0.4,0.0,0.5,0.8,4.7
John Salley,1986-87,22.0,DET,NBA,C,82,2,17.8,2.0,3.5,.562,0.0,0.0,.000,2.0,3.5,.564,.562,1.3,2.1,.614,1.3,2.3,3.6,0.7,0.5,1.5,0.9,3.1,5.3
John Salley,1987-88,23.0,DET,NBA,C,82,16,24.4,3.1,5.6,.566,0.0,0.0,,3.1,5.6,.566,.566,2.3,3.2,.709,2.0,2.9,4.9,1.4,0.6,1.7,1.5,3.6,8.5
John Salley,1988-89,24.0,DET,NBA,PF,67,21,21.8,2.5,5.0,.498,0.0,0.0,.000,2.5,4.9,.502,.498,2.0,2.9,.692,2.0,3.0,5.0,1.1,0.6,1.1,1.5,2.9,7.0
John Salley,1989-90,25.0,DET,NBA,PF,82,12,23.3,2.5,5.0,.512,0.0,0.0,.250,2.5,4.9,.515,.513,2.1,3.0,.713,1.9,3.5,5.4,0.8,0.6,1.9,1.2,3.4,7.2
John Salley,1990-91,26.0,DET,NBA,PF,74,1,22.3,2.4,5.1,.475,0.0,0.0,.000,2.4,5.1,.476,.475,2.5,3.5,.727,1.9,2.6,4.4,0.9,0.7,1.5,1.2,3.2,7.4
John Salley,1991-92,27.0,DET,NBA,PF,72,38,24.6,3.5,6.8,.512,0.0,0.0,.000,3.5,6.7,.516,.512,2.6,3.6,.715,1.5,2.6,4.1,1.6,0.7,1.5,1.4,3.1,9.5
John Salley,1992-93,28.0,MIA,NBA,PF,51,34,27.9,3.0,6.0,.502,0.0,0.0,,3.0,6.0,.502,.502,2.3,2.8,.799,2.2,3.9,6.1,1.6,0.6,1.4,2.0,3.8,8.3
John Salley,1993-94,29.0,MIA,NBA,PF,76,45,25.1,2.7,5.7,.477,0.0,0.0,.667,2.7,5.7,.476,.479,2.2,3.0,.729,1.7,3.6,5.4,1.8,0.7,1.0,1.2,3.4,7.7
John Salley,1994-95,30.0,MIA,NBA,C,75,50,26.1,2.6,5.3,.499,0.0,0.0,,2.6,5.3,.499,.499,2.0,2.8,.739,1.5,3.0,4.5,1.6,0.6,1.1,1.3,3.7,7.3
John Salley,1995-96,31.0,TOT,NBA,PF,42,6,16.0,1.5,3.3,.450,0.0,0.0,,1.5,3.3,.450,.450,1.4,2.0,.694,1.1,2.2,3.3,1.3,0.5,0.6,1.3,2.6,4.4
John Salley,1995-96,31.0,TOR,NBA,PF,25,6,19.3,2.0,4.2,.486,0.0,0.0,,2.0,4.2,.486,.486,1.9,2.6,.723,1.0,2.8,3.9,1.6,0.4,0.5,1.6,2.9,6.0
John Salley,1995-96,31.0,CHI,NBA,PF,17,0,11.2,0.7,2.1,.343,0.0,0.0,,0.7,2.1,.343,.343,0.7,1.2,.600,1.2,1.4,2.5,0.9,0.5,0.9,0.9,2.2,2.1
John Salley,1999-00,35.0,LAL,NBA,C,45,3,6.7,0.6,1.5,.362,0.0,0.0,,0.6,1.5,.362,.362,0.5,0.6,.750,0.4,1.0,1.4,0.6,0.2,0.3,0.4,1.5,1.6
John Salley,Career,,,NBA,,748,228,22.1,2.5,4.9,.506,0.0,0.0,.214,2.5,4.9,.507,.506,2.0,2.8,.714,1.6,2.8,4.5,1.2,0.6,1.3,1.3,3.2,7.0
John Salmons,2002-03,23.0,PHI,NBA,PG,64.0,1.0,7.9,0.8,1.8,0.414,0.2,0.5,0.323,0.6,1.3,0.447,0.457,0.4,0.5,0.743,0.3,0.7,0.9,0.7,0.3,0.1,0.5,0.8,2.1
John Salmons,2003-04,24.0,PHI,NBA,SG,77.0,24.0,20.8,2.1,5.4,0.387,0.6,1.9,0.34,1.4,3.5,0.413,0.447,0.9,1.2,0.772,0.5,2.1,2.5,1.7,0.8,0.2,1.0,1.6,5.8
John Salmons,2004-05,25.0,PHI,NBA,SG,58.0,8.0,17.1,1.5,3.6,0.405,0.5,1.6,0.341,0.9,2.1,0.454,0.479,0.6,0.8,0.729,0.2,1.9,2.1,2.0,0.7,0.2,0.9,1.6,4.1
John Salmons,2005-06,26.0,PHI,NBA,SG,82.0,24.0,25.1,2.7,6.4,0.42,0.3,1.1,0.299,2.4,5.3,0.445,0.445,1.9,2.4,0.775,0.6,2.1,2.7,2.7,0.9,0.2,1.5,2.2,7.5
John Salmons,2006-07,27.0,SAC,NBA,SG,79.0,19.0,27.0,3.0,6.5,0.456,0.5,1.4,0.357,2.5,5.1,0.484,0.495,2.0,2.6,0.779,0.6,2.7,3.3,3.2,0.9,0.3,1.5,2.2,8.5
John Salmons,2007-08,28.0,SAC,NBA,SG,81.0,41.0,31.1,4.7,9.9,0.477,0.5,1.5,0.325,4.2,8.4,0.504,0.501,2.6,3.2,0.823,0.9,3.4,4.3,2.6,1.1,0.4,2.1,2.1,12.5
John Salmons,2008-09,29.0,TOT,NBA,SF,79.0,74.0,37.5,6.5,13.8,0.472,1.6,3.8,0.417,4.9,10.0,0.493,0.53,3.6,4.4,0.83,0.7,3.5,4.2,3.2,1.1,0.3,2.1,2.3,18.3
John Salmons,2008-09,29.0,SAC,NBA,SF,53.0,53.0,37.4,6.6,14.0,0.472,1.5,3.5,0.418,5.2,10.6,0.489,0.524,3.6,4.4,0.823,0.8,3.4,4.2,3.7,1.1,0.2,2.3,2.3,18.3
John Salmons,2008-09,29.0,CHI,NBA,SF,26.0,21.0,37.7,6.3,13.4,0.473,1.9,4.5,0.415,4.5,8.9,0.502,0.543,3.7,4.4,0.843,0.6,3.7,4.3,2.0,1.0,0.6,1.7,2.3,18.3
John Salmons,2009-10,30.0,TOT,NBA,SG,81.0,56.0,34.9,5.4,12.2,0.441,1.5,3.8,0.382,3.9,8.4,0.468,0.501,3.1,3.8,0.83,0.4,2.9,3.3,2.8,1.2,0.3,1.5,2.0,15.4
John Salmons,2009-10,30.0,CHI,NBA,SG,51.0,28.0,33.2,4.5,10.7,0.42,1.4,3.8,0.38,3.1,7.0,0.441,0.486,2.3,2.9,0.789,0.4,3.1,3.4,2.5,1.3,0.4,1.4,2.0,12.7
John Salmons,2009-10,30.0,MIL,NBA,SG,30.0,28.0,37.6,6.9,14.8,0.467,1.5,3.9,0.385,5.4,10.9,0.497,0.518,4.6,5.3,0.867,0.6,2.6,3.2,3.3,1.1,0.1,1.8,2.2,19.9
John Salmons,2010-11,31.0,MIL,NBA,SG,73.0,70.0,35.0,5.1,12.3,0.415,1.1,3.0,0.379,4.0,9.3,0.427,0.462,2.7,3.3,0.813,0.4,3.3,3.6,3.5,1.0,0.4,1.9,2.2,14.0
John Salmons,2011-12,32.0,SAC,NBA,SF,46.0,32.0,27.2,3.1,7.5,0.409,0.7,2.4,0.295,2.3,5.1,0.464,0.457,0.6,1.0,0.644,0.4,2.5,2.9,2.0,0.8,0.2,1.0,1.7,7.5
John Salmons,2012-13,33.0,SAC,NBA,SF,76.0,72.0,30.0,3.2,8.1,0.399,1.3,3.5,0.371,1.9,4.5,0.42,0.48,1.1,1.4,0.773,0.4,2.3,2.7,3.0,0.7,0.3,1.1,1.9,8.8
John Salmons,2013-14,34.0,TOT,NBA,"SF,SG",78.0,8.0,22.1,1.9,5.3,0.363,0.8,2.1,0.387,1.1,3.2,0.348,0.439,0.5,0.7,0.769,0.3,1.8,2.1,1.9,0.6,0.2,0.7,1.6,5.2
John Salmons,2013-14,34.0,SAC,NBA,SF,18.0,8.0,24.7,2.3,6.5,0.35,0.9,2.3,0.381,1.4,4.2,0.333,0.419,0.4,0.4,1.0,0.4,2.1,2.6,2.4,0.7,0.4,0.8,1.8,5.8
John Salmons,2013-14,34.0,TOR,NBA,SG,60.0,0.0,21.4,1.8,4.9,0.368,0.8,2.0,0.388,1.0,2.9,0.354,0.448,0.6,0.8,0.733,0.2,1.8,2.0,1.7,0.6,0.2,0.7,1.5,5.0
John Salmons,2014-15,35.0,NOP,NBA,SF,21.0,0.0,12.9,0.8,2.3,0.333,0.4,1.2,0.308,0.4,1.0,0.364,0.417,0.1,0.2,0.5,0.2,0.8,1.0,0.6,0.4,0.2,0.2,1.2,2.0
John Salmons,Career,,,NBA,,895.0,429.0,26.4,3.4,7.8,0.431,0.8,2.2,0.366,2.5,5.6,0.457,0.483,1.7,2.2,0.799,0.5,2.4,2.9,2.4,0.8,0.3,1.3,1.9,9.3
