PLAYER,GP,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPs,%PTS FT,%PTS OffTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST,TEAM,SEASON,TEAM_ID
Swin Cash,32,34.2,91.3,8.7,66.2,14.9,7.7,16.9,26.1,23.1,51.3,55.8,44.2,100.0,0.0,59.0,41.0,Seattle Storm,2009,1611661328
Tanisha Wright,33,32.5,90.7,9.3,70.3,19.8,5.9,13.1,23.8,21.5,50.5,32.4,67.6,62.5,37.5,34.0,66.0,Seattle Storm,2009,1611661328
Abby Bishop,16,6.8,46.7,53.3,45.5,13.6,40.9,6.8,13.6,27.3,31.8,50.0,50.0,100.0,0.0,68.8,31.3,Seattle Storm,2010,1611661328
Alison Lacey,21,6.9,22.9,77.1,12.5,12.5,56.3,0.0,31.2,12.5,0.0,0.0,100.0,100.0,0.0,75.0,25.0,Seattle Storm,2010,1611661328
Ashley Robinson,30,8.2,100.0,0.0,92.7,14.6,0.0,0.0,7.3,19.5,78.0,73.7,26.3,0.0,0.0,73.7,26.3,Seattle Storm,2010,1611661328
Camille Little,34,24.7,91.0,9.0,69.6,4.6,7.0,7.2,23.4,23.2,64.9,60.0,40.0,100.0,0.0,62.5,37.5,Seattle Storm,2010,1611661328
Jana Vesela,29,11.4,76.6,23.4,63.0,15.2,19.6,8.7,17.4,26.1,47.8,62.1,37.9,100.0,0.0,68.6,31.4,Seattle Storm,2010,1611661328
Lauren Jackson,32,31.0,67.2,32.8,50.6,8.2,24.7,9.8,24.7,19.7,42.4,74.1,25.9,100.0,0.0,80.5,19.5,Seattle Storm,2010,1611661328
Le'coe Willingham,33,15.6,76.2,23.8,61.5,3.3,23.1,5.5,15.4,27.5,58.2,73.2,26.8,100.0,0.0,78.6,21.4,Seattle Storm,2010,1611661328
Sue Bird,33,30.5,52.4,47.6,41.6,21.9,48.5,10.4,9.9,15.3,19.7,22.4,77.6,78.0,22.0,46.7,53.3,Seattle Storm,2010,1611661328
Svetlana Abrosimova,34,20.2,56.8,43.2,45.9,14.8,44.4,9.7,9.7,19.5,31.1,40.7,59.3,92.1,7.9,60.8,39.2,Seattle Storm,2010,1611661328
Swin Cash,34,30.8,76.8,23.2,53.6,9.8,22.3,15.1,24.1,21.1,43.8,57.1,42.9,85.7,14.3,63.4,36.6,Seattle Storm,2010,1611661328
Tanisha Wright,34,29.1,78.5,21.5,53.7,18.5,22.0,13.7,24.3,20.4,35.1,32.1,67.9,91.3,8.7,44.9,55.1,Seattle Storm,2010,1611661328
Allie Quigley,7,2.0,80.0,20.0,50.0,0.0,0.0,50.0,50.0,0.0,50.0,0.0,100.0,0.0,0.0,0.0,100.0,Seattle Storm,2011,1611661328
Ashley Robinson,34,17.1,99.2,0.8,91.5,1.6,0.0,7.8,8.5,17.1,89.9,74.6,25.4,0.0,0.0,74.6,25.4,Seattle Storm,2011,1611661328
Belinda Snell,21,6.4,25.0,75.0,14.6,4.9,58.5,17.1,26.9,34.1,9.8,0.0,100.0,75.0,25.0,54.5,45.5,Seattle Storm,2011,1611661328
Camille Little,33,26.9,92.1,7.9,78.0,0.0,4.7,9.7,17.3,20.1,78.0,55.6,44.4,100.0,0.0,57.4,42.6,Seattle Storm,2011,1611661328
Ewelina Kobryn,18,6.8,76.7,23.3,69.2,7.7,23.1,15.4,7.7,23.1,61.5,77.8,22.2,50.0,50.0,72.7,27.3,Seattle Storm,2011,1611661328
Ify Ibekwe,3,2.8,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seattle Storm,2011,1611661328
Katie Smith,34,25.1,44.4,55.6,30.6,17.3,57.6,13.7,11.8,22.7,13.3,51.3,48.7,81.6,18.4,68.2,31.8,Seattle Storm,2011,1611661328
Krystal Thomas,7,3.2,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,Seattle Storm,2011,1611661328
Lauren Jackson,13,24.8,66.4,33.6,49.4,12.7,26.6,2.5,24.0,15.8,36.7,79.5,20.5,100.0,0.0,84.9,15.1,Seattle Storm,2011,1611661328
Le'coe Willingham,34,19.1,78.3,21.7,69.4,0.9,15.1,7.3,15.5,13.2,68.5,78.9,21.1,100.0,0.0,81.6,18.4,Seattle Storm,2011,1611661328
Sue Bird,34,33.0,59.3,40.7,44.8,26.0,42.6,11.8,12.6,24.6,18.8,37.5,62.5,60.6,39.4,46.4,53.6,Seattle Storm,2011,1611661328
Swin Cash,34,33.2,67.7,32.3,51.3,6.2,23.2,16.8,25.5,27.0,45.1,63.8,36.2,94.3,5.7,70.9,29.1,Seattle Storm,2011,1611661328
Tanisha Wright,33,28.9,79.6,20.4,60.2,14.5,16.3,20.5,23.5,21.7,45.8,28.0,72.0,88.9,11.1,37.3,62.7,Seattle Storm,2011,1611661328
Alysha Clark,23,10.3,62.3,37.7,50.6,2.5,34.2,11.4,15.2,13.9,48.1,65.0,35.0,100.0,0.0,75.9,24.1,Seattle Storm,2012,1611661328
Ann Wauters,25,23.0,89.1,10.9,71.4,11.6,11.2,8.3,17.4,15.4,59.8,76.7,23.3,100.0,0.0,78.9,21.1,Seattle Storm,2012,1611661328
Camille Little,34,27.8,88.0,12.0,62.0,3.6,8.6,4.4,29.4,18.5,58.3,67.2,32.8,100.0,0.0,70.0,30.0,Seattle Storm,2012,1611661328
Ewelina Kobryn,33,13.3,80.1,19.9,58.2,12.7,19.0,13.9,22.8,19.6,45.6,69.6,30.4,100.0,0.0,75.0,25.0,Seattle Storm,2012,1611661328
Katie Smith,34,27.0,41.2,58.8,28.8,14.0,57.6,15.3,13.6,16.2,14.8,51.5,48.5,90.9,9.1,74.0,26.0,Seattle Storm,2012,1611661328
Lauren Jackson,9,18.5,63.8,36.3,60.9,17.4,19.6,8.7,19.5,22.8,43.5,82.1,17.9,100.0,0.0,85.3,14.7,Seattle Storm,2012,1611661328
Shekinna Stricklen,34,23.1,53.8,46.2,46.2,9.5,40.7,18.3,13.1,27.8,36.6,44.4,55.6,89.2,10.8,61.0,39.0,Seattle Storm,2012,1611661328
Sue Bird,29,30.9,52.4,47.6,45.2,29.4,44.9,15.8,9.9,24.3,15.8,33.8,66.3,81.1,18.9,52.6,47.4,Seattle Storm,2012,1611661328
Svetlana Abrosimova,19,17.3,63.3,36.7,59.8,23.0,27.6,12.6,12.6,23.0,36.8,53.8,46.2,100.0,0.0,64.7,35.3,Seattle Storm,2012,1611661328
Tanisha Wright,32,29.8,78.0,22.0,61.7,21.3,11.9,16.2,26.4,20.6,40.3,33.3,66.7,90.0,10.0,39.8,60.2,Seattle Storm,2012,1611661328
Tina Thompson,29,19.0,53.4,46.6,38.8,14.7,47.7,1.9,13.5,15.5,24.0,68.0,32.0,95.1,4.9,80.2,19.8,Seattle Storm,2012,1611661328
Victoria Dunlap,5,5.6,90.0,10.0,46.2,0.0,0.0,15.4,53.8,15.4,46.2,0.0,100.0,0.0,0.0,0.0,100.0,Seattle Storm,2012,1611661328
Alysha Clark,33,15.3,61.3,38.7,48.9,1.5,36.6,11.5,14.5,19.8,47.3,46.9,53.1,93.8,6.3,62.5,37.5,Seattle Storm,2013,1611661328
Ashley Robinson,21,9.5,100.0,0.0,81.3,25.0,0.0,0.0,18.7,6.3,56.3,76.9,23.1,0.0,0.0,76.9,23.1,Seattle Storm,2013,1611661328
Camille Little,34,30.3,83.4,16.6,58.5,6.0,10.6,4.1,30.9,24.1,52.6,49.1,50.9,92.3,7.7,53.7,46.3,Seattle Storm,2013,1611661328
Cierra Bravard,6,4.5,33.3,66.7,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,Seattle Storm,2013,1611661328
Jasmine Hassell,4,2.1,100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,Seattle Storm,2013,1611661328
Joslyn Tinkle,6,1.9,33.3,66.7,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seattle Storm,2013,1611661328
Nakia Sanford,15,10.2,100.0,0.0,64.0,8.0,0.0,4.0,36.0,24.0,56.0,37.5,62.5,0.0,0.0,37.5,62.5,Seattle Storm,2013,1611661328
Noelle Quinn,34,25.6,71.7,28.3,61.6,27.0,21.1,7.6,17.3,20.0,34.6,59.6,40.4,100.0,0.0,67.1,32.9,Seattle Storm,2013,1611661328
Shekinna Stricklen,34,23.5,50.8,49.2,45.2,11.7,47.5,12.9,7.3,23.8,33.4,48.1,51.9,85.2,14.8,63.4,36.6,Seattle Storm,2013,1611661328
Tanisha Wright,34,30.9,86.1,13.9,65.7,24.2,9.6,10.1,24.7,17.0,41.5,31.6,68.4,69.2,30.8,34.9,65.1,Seattle Storm,2013,1611661328
Temeka Johnson,32,27.4,78.6,21.4,57.1,12.3,19.3,6.7,23.6,19.0,44.8,14.0,86.0,81.0,19.0,26.3,73.7,Seattle Storm,2013,1611661328
Tianna Hawkins,33,9.7,76.9,23.1,76.8,16.1,13.4,12.5,9.8,13.4,60.7,81.4,18.6,100.0,0.0,83.3,16.7,Seattle Storm,2013,1611661328
Tina Thompson,34,28.7,56.9,43.1,39.2,13.8,37.6,3.1,23.2,13.4,25.5,52.1,47.9,98.3,1.7,70.1,29.9,Seattle Storm,2013,1611661328
Alysha Clark,34,16.5,54.4,45.6,59.2,11.3,29.6,9.9,11.2,19.7,47.9,69.0,31.0,100.0,0.0,76.8,23.2,Seattle Storm,2014,1611661328
Angel Robinson,25,7.1,100.0,0.0,85.2,3.7,0.0,14.8,14.8,33.3,81.5,87.0,13.0,0.0,0.0,87.0,13.0,Seattle Storm,2014,1611661328
Camille Little,33,30.8,75.5,24.5,56.0,8.5,19.1,6.4,24.9,16.5,47.5,61.3,38.7,100.0,0.0,68.5,31.5,Seattle Storm,2014,1611661328
Crystal Langhorne,34,28.9,99.0,1.0,81.5,14.2,1.4,2.3,17.1,15.1,67.3,64.6,35.4,50.0,50.0,64.4,35.6,Seattle Storm,2014,1611661328
Jenna O'Hea,29,13.4,38.5,61.5,31.4,14.3,62.1,2.9,6.5,28.6,17.1,68.2,31.8,96.6,3.4,84.3,15.7,Seattle Storm,2014,1611661328
Nicole Powell,26,13.0,24.6,75.4,17.9,7.1,69.6,0.0,12.5,21.4,10.7,100.0,0.0,100.0,0.0,100.0,0.0,Seattle Storm,2014,1611661328
Noelle Quinn,32,15.1,74.4,25.6,62.3,23.0,19.7,11.5,18.0,22.1,39.3,60.5,39.5,100.0,0.0,67.4,32.6,Seattle Storm,2014,1611661328
Shekinna Stricklen,33,17.5,39.0,61.0,32.8,6.7,59.2,13.4,8.0,19.3,26.1,48.7,51.3,91.5,8.5,72.1,27.9,Seattle Storm,2014,1611661328
Sue Bird,33,29.2,66.2,33.8,51.3,30.2,33.3,12.0,15.4,21.4,21.1,36.7,63.3,76.9,23.1,48.8,51.2,Seattle Storm,2014,1611661328
Tanisha Wright,29,25.5,90.6,9.4,64.9,16.5,6.5,12.6,28.6,18.6,48.5,49.3,50.7,100.0,0.0,52.5,47.5,Seattle Storm,2014,1611661328
Temeka Johnson,34,17.0,75.2,24.8,56.6,16.2,25.8,7.6,17.6,12.1,40.4,8.9,91.1,94.1,5.9,28.8,71.2,Seattle Storm,2014,1611661328
Waltiea Rolle,6,11.1,100.0,0.0,87.5,25.0,0.0,0.0,12.5,12.5,62.5,85.7,14.3,0.0,0.0,85.7,14.3,Seattle Storm,2014,1611661328
Abby Bishop,26,19.6,48.1,51.9,43.0,25.2,51.1,2.2,5.9,10.4,17.8,89.7,10.3,100.0,0.0,94.2,5.8,Seattle Storm,2015,1611661328
Alysha Clark,33,23.1,57.0,43.0,54.6,4.4,31.7,11.5,13.7,20.7,50.2,67.7,32.3,83.3,16.7,72.1,27.9,Seattle Storm,2015,1611661328
Angel Goodrich,23,15.8,86.8,13.2,80.0,17.1,12.9,5.7,7.1,11.4,62.9,32.1,67.9,66.7,33.3,35.5,64.5,Seattle Storm,2015,1611661328
Crystal Langhorne,34,25.7,99.3,0.7,82.5,13.2,0.0,5.0,17.5,15.3,69.3,63.5,36.5,0.0,0.0,63.5,36.5,Seattle Storm,2015,1611661328
Jenna O'Hea,34,20.9,44.0,56.0,28.0,10.0,54.0,11.5,18.0,13.0,18.0,57.1,42.9,83.3,16.7,71.9,28.1,Seattle Storm,2015,1611661328
Jewell Loyd,34,25.9,84.2,15.8,63.2,15.9,8.2,16.8,28.6,16.8,47.3,46.1,53.9,80.0,20.0,48.8,51.2,Seattle Storm,2015,1611661328
Kaleena Mosqueda-Lewis,27,12.3,59.7,40.3,56.4,23.1,34.6,7.1,9.0,21.8,33.3,59.1,40.9,94.4,5.6,69.4,30.6,Seattle Storm,2015,1611661328
Markeisha Gatling,25,13.7,100.0,0.0,75.2,7.5,0.0,4.5,24.8,24.8,67.7,78.0,22.0,0.0,0.0,78.0,22.0,Seattle Storm,2015,1611661328
Quanitra Hollingsworth,27,12.3,98.3,1.7,62.1,0.0,0.0,10.3,37.9,16.1,62.1,85.2,14.8,0.0,0.0,85.2,14.8,Seattle Storm,2015,1611661328
Ramu Tokashiki,30,20.6,99.2,0.8,79.7,36.6,0.0,8.1,20.3,17.1,43.1,78.6,21.4,0.0,0.0,78.6,21.4,Seattle Storm,2015,1611661328
Renee Montgomery,17,17.8,51.9,48.1,33.3,13.3,50.0,3.3,16.7,17.5,20.0,15.0,85.0,60.0,40.0,37.5,62.5,Seattle Storm,2015,1611661328
Sue Bird,27,28.6,70.3,29.7,59.0,40.3,27.0,7.9,14.0,20.1,18.7,34.1,65.9,64.0,36.0,41.1,58.9,Seattle Storm,2015,1611661328
Abby Bishop,13,5.2,45.5,54.5,50.0,16.7,25.0,0.0,25.0,41.7,33.3,100.0,0.0,100.0,0.0,100.0,0.0,Seattle Storm,2016,1611661328
Alysha Clark,33,27.6,57.1,42.9,46.6,2.0,36.5,14.2,16.9,17.2,44.6,66.7,33.3,100.0,0.0,78.1,21.9,Seattle Storm,2016,1611661328
Blake Dietrick,2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seattle Storm,2016,1611661328
Breanna Stewart,34,34.7,70.8,29.2,52.5,8.4,21.7,13.7,25.8,15.0,44.1,65.0,35.0,97.8,2.2,72.1,27.9,Seattle Storm,2016,1611661328
Crystal Langhorne,33,25.6,99.5,0.5,79.9,9.6,1.0,7.0,19.1,14.7,70.3,60.8,39.2,100.0,0.0,61.1,38.9,Seattle Storm,2016,1611661328
Jenna O'Hea,22,11.5,42.4,57.6,32.8,9.0,53.7,11.9,13.5,14.9,23.9,45.5,54.5,100.0,0.0,73.9,26.1,Seattle Storm,2016,1611661328
Jewell Loyd,34,31.6,70.8,29.2,55.3,18.9,21.4,15.7,23.3,17.8,36.4,38.7,61.3,80.0,20.0,47.2,52.8,Seattle Storm,2016,1611661328
Kaleena Mosqueda-Lewis,32,12.4,34.4,65.6,28.7,10.8,62.9,7.8,8.4,15.0,18.0,79.2,20.8,97.1,2.9,89.8,10.2,Seattle Storm,2016,1611661328
Krystal Thomas,19,9.3,100.0,0.0,81.5,0.0,0.0,0.0,18.5,14.8,81.5,63.6,36.4,0.0,0.0,63.6,36.4,Seattle Storm,2016,1611661328
Markeisha Gatling,11,5.8,100.0,0.0,72.0,0.0,0.0,20.0,28.0,16.0,72.0,77.8,22.2,0.0,0.0,77.8,22.2,Seattle Storm,2016,1611661328
Monica Wright,16,6.1,61.5,38.5,70.0,10.0,15.0,15.0,15.0,0.0,60.0,28.6,71.4,100.0,0.0,37.5,62.5,Seattle Storm,2016,1611661328
Noelle Quinn,20,13.9,76.9,23.1,77.8,44.4,8.3,5.6,13.9,27.8,33.3,78.6,21.4,100.0,0.0,80.0,20.0,Seattle Storm,2016,1611661328
Ramu Tokashiki,31,13.0,99.2,0.8,72.7,27.9,0.0,9.1,27.3,18.2,44.8,85.0,15.0,0.0,0.0,85.0,15.0,Seattle Storm,2016,1611661328
Sue Bird,34,31.6,54.5,45.5,40.4,26.1,49.5,10.8,10.1,23.4,14.2,28.4,71.6,88.9,11.1,55.6,44.4,Seattle Storm,2016,1611661328
Alexis Peterson,17,7.1,72.7,27.3,57.1,22.9,25.7,11.4,17.2,5.7,34.3,30.0,70.0,100.0,0.0,46.2,53.8,Seattle Storm,2017,1611661328
Alysha Clark,33,28.3,66.8,33.2,61.8,5.1,24.3,9.2,13.9,17.6,56.6,64.3,35.7,95.5,4.5,70.8,29.2,Seattle Storm,2017,1611661328
Breanna Stewart,33,32.9,71.7,28.3,52.7,10.1,22.4,10.4,24.9,18.6,42.7,69.9,30.1,91.8,8.2,74.8,25.2,Seattle Storm,2017,1611661328
Carolyn Swords,30,8.7,100.0,0.0,77.9,10.4,0.0,0.0,22.1,11.7,67.5,93.3,6.7,0.0,0.0,93.3,6.7,Seattle Storm,2017,1611661328
Crystal Langhorne,34,28.4,99.3,0.7,84.8,12.8,0.7,3.8,14.5,16.4,72.0,68.7,31.3,100.0,0.0,68.9,31.1,Seattle Storm,2017,1611661328
Jewell Loyd,34,31.1,71.0,29.0,51.2,17.9,26.9,10.6,21.9,13.6,33.2,33.8,66.2,88.9,11.1,48.1,51.9,Seattle Storm,2017,1611661328
Kaleena Mosqueda-Lewis,18,11.1,50.0,50.0,50.6,12.0,36.1,6.0,13.3,30.1,38.6,71.4,28.6,100.0,0.0,80.6,19.4,Seattle Storm,2017,1611661328
Lanay Montgomery,7,4.1,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,Seattle Storm,2017,1611661328
Noelle Quinn,32,15.7,37.1,62.9,23.5,14.1,52.9,2.4,23.6,9.4,9.4,80.0,20.0,93.3,6.7,88.0,12.0,Seattle Storm,2017,1611661328
Ramu Tokashiki,33,12.4,96.8,3.2,79.2,28.3,0.0,4.7,20.8,12.3,50.9,78.6,21.4,0.0,0.0,78.6,21.4,Seattle Storm,2017,1611661328
Sami Whitcomb,33,12.2,23.3,76.7,19.0,4.1,69.4,12.2,11.6,26.5,15.0,35.7,64.3,94.1,5.9,77.1,22.9,Seattle Storm,2017,1611661328
Sue Bird,30,30.0,45.3,54.7,36.6,24.6,55.8,14.5,7.6,23.7,12.0,34.5,65.5,79.7,20.3,57.3,42.7,Seattle Storm,2017,1611661328
Alysha Clark,31,26.2,57.2,42.8,47.4,3.5,38.2,18.9,14.4,18.9,43.9,63.0,37.0,100.0,0.0,75.9,24.1,Seattle Storm,2018,1611661328
Breanna Stewart,34,31.6,71.2,28.8,56.3,12.1,24.7,10.5,19.0,15.1,44.2,70.3,29.7,98.4,1.6,76.7,23.3,Seattle Storm,2018,1611661328
Courtney Paris,34,10.6,98.3,1.7,87.7,2.7,0.0,0.0,12.3,12.3,84.9,78.1,21.9,0.0,0.0,78.1,21.9,Seattle Storm,2018,1611661328
Crystal Langhorne,26,13.9,96.2,3.8,86.7,16.7,0.0,0.8,13.3,15.0,70.0,53.8,46.2,0.0,0.0,53.8,46.2,Seattle Storm,2018,1611661328
Jewell Loyd,34,29.7,57.9,42.1,43.6,14.0,38.1,18.8,18.3,26.3,29.5,33.9,66.1,80.6,19.4,51.1,48.9,Seattle Storm,2018,1611661328
Jordin Canada,33,16.5,69.8,30.2,58.5,13.8,16.0,17.0,25.5,22.3,44.7,23.6,76.4,50.0,50.0,27.7,72.3,Seattle Storm,2018,1611661328
Kaleena Mosqueda-Lewis,33,13.4,45.3,54.7,32.3,16.8,61.1,15.0,6.6,7.8,15.6,77.8,22.2,94.1,5.9,86.9,13.1,Seattle Storm,2018,1611661328
Mercedes Russell,22,4.6,100.0,0.0,85.7,17.1,0.0,11.4,14.3,17.1,68.6,66.7,33.3,0.0,0.0,66.7,33.3,Seattle Storm,2018,1611661328
Natasha Howard,34,25.6,83.8,16.3,70.2,7.6,11.3,14.7,18.5,12.7,62.7,70.3,29.7,94.1,5.9,72.6,27.4,Seattle Storm,2018,1611661328
Noelle Quinn,20,9.0,60.5,39.5,60.0,53.3,40.0,6.7,0.0,6.7,6.7,44.4,55.6,100.0,0.0,61.5,38.5,Seattle Storm,2018,1611661328
Sami Whitcomb,31,8.6,19.8,80.2,11.0,4.4,82.4,9.9,6.6,18.7,6.6,0.0,100.0,84.0,16.0,70.0,30.0,Seattle Storm,2018,1611661328
Sue Bird,31,26.6,45.7,54.3,35.0,18.5,57.3,11.1,7.7,18.5,16.6,41.8,58.2,75.0,25.0,59.1,40.9,Seattle Storm,2018,1611661328
Teana Muldrow,3,1.9,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seattle Storm,2018,1611661328
Alysha Clark,31,28.4,55.3,44.7,42.4,10.8,51.5,9.4,6.1,16.5,31.6,54.0,46.0,90.2,9.8,70.2,29.8,Seattle Storm,2019,1611661328
Anriel Howard,3,6.5,60.0,40.0,40.0,0.0,60.0,0.0,0.0,0.0,40.0,100.0,0.0,100.0,0.0,100.0,0.0,Seattle Storm,2019,1611661328
Blake Dietrick,17,6.2,40.0,60.0,33.3,33.3,0.0,50.0,66.7,50.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,Seattle Storm,2019,1611661328
Courtney Paris,30,6.3,100.0,0.0,80.0,0.0,0.0,0.0,20.0,0.0,80.0,66.7,33.3,0.0,0.0,66.7,33.3,Seattle Storm,2019,1611661328
Crystal Langhorne,34,17.0,66.7,33.3,54.5,10.5,28.3,4.2,17.2,17.8,44.0,76.9,23.1,100.0,0.0,82.9,17.1,Seattle Storm,2019,1611661328
Jewell Loyd,27,25.4,66.2,33.8,50.0,25.9,30.7,13.9,19.3,22.6,24.1,53.0,47.0,91.2,8.8,64.1,35.9,Seattle Storm,2019,1611661328
Jordin Canada,30,28.8,85.1,14.9,70.5,17.6,8.1,25.4,21.4,30.2,52.9,24.0,76.0,100.0,0.0,29.5,70.5,Seattle Storm,2019,1611661328
Kaleena Mosqueda-Lewis,31,14.0,49.7,50.3,43.0,27.9,48.8,7.0,8.2,15.7,15.1,67.6,32.4,92.9,7.1,78.5,21.5,Seattle Storm,2019,1611661328
Mercedes Russell,34,25.6,100.0,0.0,83.5,5.5,0.0,7.5,16.5,30.3,78.0,73.6,26.4,0.0,0.0,73.6,26.4,Seattle Storm,2019,1611661328
Natasha Howard,34,31.3,79.9,20.1,63.5,9.8,15.6,10.6,20.9,26.4,53.7,57.9,42.1,90.6,9.4,62.6,37.4,Seattle Storm,2019,1611661328
Sami Whitcomb,33,20.4,17.5,82.5,16.0,6.7,79.4,13.9,4.6,18.9,9.2,52.6,47.4,76.2,23.8,70.7,29.3,Seattle Storm,2019,1611661328
Shavonte Zellous,31,13.9,72.6,27.4,61.3,33.9,14.5,6.5,24.2,21.0,27.4,39.5,60.5,83.3,16.7,45.5,54.5,Seattle Storm,2019,1611661328
Alysha Clark,22,28.8,54.4,45.6,42.9,5.5,47.9,10.0,9.2,23.7,37.4,80.9,19.1,94.3,5.7,86.6,13.4,Seattle Storm,2020,1611661328
Breanna Stewart,20,30.4,67.8,32.2,49.7,11.7,26.6,5.8,23.7,16.2,38.1,75.5,24.5,94.3,5.7,80.5,19.5,Seattle Storm,2020,1611661328
Crystal Langhorne,13,8.2,70.6,29.4,66.7,11.1,16.7,0.0,16.6,33.3,55.6,66.7,33.3,0.0,100.0,57.1,42.9,Seattle Storm,2020,1611661328
Epiphanny Prince,15,12.7,52.6,47.4,40.6,21.9,42.2,3.1,17.2,17.2,18.8,15.4,84.6,55.6,44.4,31.8,68.2,Seattle Storm,2020,1611661328
Ezi Magbegor,22,13.3,97.2,2.8,84.7,4.2,2.1,2.8,13.2,24.3,80.6,68.9,31.1,100.0,0.0,69.4,30.6,Seattle Storm,2020,1611661328
Jewell Loyd,22,27.8,60.5,39.5,42.9,18.2,34.4,6.8,22.7,19.4,24.7,46.6,53.4,87.2,12.8,60.7,39.3,Seattle Storm,2020,1611661328
Jordin Canada,20,24.2,91.7,8.3,70.1,20.4,1.9,19.1,28.0,26.8,49.7,23.6,76.4,100.0,0.0,25.0,75.0,Seattle Storm,2020,1611661328
Mercedes Russell,22,13.8,100.0,0.0,82.1,10.3,0.0,2.6,17.9,17.9,71.8,87.5,12.5,0.0,0.0,87.5,12.5,Seattle Storm,2020,1611661328
Morgan Tuck,10,8.8,43.8,56.3,35.3,0.0,35.3,0.0,29.4,23.5,35.3,100.0,0.0,100.0,0.0,100.0,0.0,Seattle Storm,2020,1611661328
Natasha Howard,22,21.0,87.8,12.2,76.6,3.8,10.0,6.7,13.4,25.8,72.7,72.5,27.5,100.0,0.0,74.7,25.3,Seattle Storm,2020,1611661328
Sami Whitcomb,22,16.5,40.0,60.0,33.7,6.7,53.9,14.6,12.4,21.9,27.0,36.7,63.3,96.9,3.1,67.7,32.3,Seattle Storm,2020,1611661328
Sue Bird,11,23.4,41.0,59.0,33.3,22.2,63.9,7.4,2.8,19.4,11.1,44.4,55.6,87.0,13.0,68.3,31.7,Seattle Storm,2020,1611661328
Breanna Stewart,28,33.3,67.4,32.6,51.3,10.5,25.3,9.3,23.4,17.6,40.8,76.0,24.0,95.8,4.2,80.9,19.1,Seattle Storm,2021,1611661328
Candice Dupree,16,16.3,95.7,4.3,85.1,27.7,3.2,6.4,11.7,10.6,57.4,77.5,22.5,100.0,0.0,78.0,22.0,Seattle Storm,2021,1611661328
Cierra Burdick,7,5.1,100.0,0.0,66.7,0.0,0.0,33.3,33.3,33.3,66.7,0.0,100.0,0.0,0.0,0.0,100.0,Seattle Storm,2021,1611661328
Epiphanny Prince,29,14.3,62.1,37.9,39.5,16.8,44.9,4.8,15.6,18.6,22.8,27.3,72.7,76.0,24.0,48.3,51.7,Seattle Storm,2021,1611661328
Ezi Magbegor,30,15.2,94.3,5.7,76.0,2.0,7.5,12.0,16.5,14.5,74.0,77.6,22.4,100.0,0.0,79.0,21.0,Seattle Storm,2021,1611661328
Jewell Loyd,31,31.0,62.3,37.7,46.1,16.6,35.1,17.8,18.8,19.1,29.5,46.9,53.1,81.5,18.5,58.5,41.5,Seattle Storm,2021,1611661328
Jordin Canada,29,18.7,90.3,9.7,63.1,14.3,5.4,11.9,31.5,17.9,48.8,28.3,71.7,100.0,0.0,32.1,67.9,Seattle Storm,2021,1611661328
Karlie Samuelson,3,10.6,20.0,80.0,44.4,0.0,33.3,0.0,22.3,44.4,44.4,50.0,50.0,100.0,0.0,66.7,33.3,Seattle Storm,2021,1611661328
Katie Lou Samuelson,27,21.0,53.2,46.8,48.7,11.6,41.3,21.2,10.0,16.9,37.0,63.0,37.0,100.0,0.0,76.4,23.6,Seattle Storm,2021,1611661328
Kennedy Burke,23,7.7,67.9,32.1,57.6,9.1,27.3,19.7,15.1,37.9,48.5,57.9,42.1,100.0,0.0,68.0,32.0,Seattle Storm,2021,1611661328
Kiana Williams,10,3.5,14.3,85.7,0.0,0.0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,Seattle Storm,2021,1611661328
Mercedes Russell,30,24.7,100.0,0.0,83.6,1.8,0.0,8.6,16.4,13.2,81.8,78.3,21.7,0.0,0.0,78.3,21.7,Seattle Storm,2021,1611661328
Mikiah Herbert Harrigan,1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seattle Storm,2021,1611661328
