,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0021200005,2,2738,Andre Iguodala,1610612743,Denver Nuggets,1,11,45,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,152,71,1,1,20121031,PHI,DEN
1,Shot Chart Detail,0021200005,5,2738,Andre Iguodala,1610612743,Denver Nuggets,1,11,13,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,-16,1,0,20121031,PHI,DEN
2,Shot Chart Detail,0021200005,11,202706,Jordan Hamilton,1610612743,Denver Nuggets,1,10,49,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,1,1,1,20121031,PHI,DEN
3,Shot Chart Detail,0021200005,14,201585,Kosta Koufos,1610612743,Denver Nuggets,1,10,18,Made Shot,Jump Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2,37,1,1,20121031,PHI,DEN
4,Shot Chart Detail,0021200005,18,202706,Jordan Hamilton,1610612743,Denver Nuggets,1,9,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-7,249,1,0,20121031,PHI,DEN
5,Shot Chart Detail,0021200005,21,201951,Ty Lawson,1610612743,Denver Nuggets,1,9,24,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,-17,1,0,20121031,PHI,DEN
6,Shot Chart Detail,0021200005,24,2738,Andre Iguodala,1610612743,Denver Nuggets,1,9,17,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-27,58,1,0,20121031,PHI,DEN
7,Shot Chart Detail,0021200005,35,202706,Jordan Hamilton,1610612743,Denver Nuggets,1,8,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,132,105,1,0,20121031,PHI,DEN
8,Shot Chart Detail,0021200005,44,2738,Andre Iguodala,1610612743,Denver Nuggets,1,7,50,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-5,1,1,20121031,PHI,DEN
9,Shot Chart Detail,0021200005,58,202702,Kenneth Faried,1610612743,Denver Nuggets,1,6,33,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,1,1,0,20121031,PHI,DEN
