,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0021100012,2,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,11,46,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,14,1,1,20111226,DAL,DEN
1,Shot Chart Detail,0021100012,4,201951,Ty Lawson,1610612743,Denver Nuggets,1,11,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,-2,1,1,20111226,DAL,DEN
2,Shot Chart Detail,0021100012,6,201167,Arron Afflalo,1610612743,Denver Nuggets,1,10,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-153,148,1,0,20111226,DAL,DEN
3,Shot Chart Detail,0021100012,10,2403,Nene,1610612743,Denver Nuggets,1,10,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-87,148,1,0,20111226,DAL,DEN
4,Shot Chart Detail,0021100012,18,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,9,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-163,181,1,0,20111226,DAL,DEN
5,Shot Chart Detail,0021100012,20,201951,Ty Lawson,1610612743,Denver Nuggets,1,9,28,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,20,149,1,1,20111226,DAL,DEN
6,Shot Chart Detail,0021100012,25,2403,Nene,1610612743,Denver Nuggets,1,8,44,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-123,15,1,0,20111226,DAL,DEN
7,Shot Chart Detail,0021100012,29,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,8,14,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,3,1,0,20111226,DAL,DEN
8,Shot Chart Detail,0021100012,33,202389,Timofey Mozgov,1610612743,Denver Nuggets,1,7,56,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,0,1,0,20111226,DAL,DEN
9,Shot Chart Detail,0021100012,35,201951,Ty Lawson,1610612743,Denver Nuggets,1,7,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,171,176,1,0,20111226,DAL,DEN
10,Shot Chart Detail,0021100012,43,201951,Ty Lawson,1610612743,Denver Nuggets,1,6,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,206,132,1,1,20111226,DAL,DEN
11,Shot Chart Detail,0021100012,56,201568,Danilo Gallinari,1610612743,Denver Nuggets,1,5,58,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1,20111226,DAL,DEN
12,Shot Chart Detail,0021100012,62,201951,Ty Lawson,1610612743,Denver Nuggets,1,5,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,20,247,1,1,20111226,DAL,DEN
13,Shot Chart Detail,0021100012,72,2403,Nene,1610612743,Denver Nuggets,1,4,13,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,43,41,1,0,20111226,DAL,DEN
14,Shot Chart Detail,0021100012,74,1889,Andre Miller,1610612743,Denver Nuggets,1,4,6,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,13,47,1,1,20111226,DAL,DEN
15,Shot Chart Detail,0021100012,76,1733,Al Harrington,1610612743,Denver Nuggets,1,3,38,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-3,1,1,20111226,DAL,DEN
