,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0021000014,2,2403,Nene,1610612743,Denver Nuggets,1,11,37,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,177,60,1,1,20101027,DEN,UTA
1,Shot Chart Detail,0021000014,5,1497,Chauncey Billups,1610612743,Denver Nuggets,1,11,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,100,242,1,0,20101027,DEN,UTA
2,Shot Chart Detail,0021000014,9,2546,Carmelo Anthony,1610612743,Denver Nuggets,1,10,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-122,78,1,0,20101027,DEN,UTA
3,Shot Chart Detail,0021000014,13,2403,Nene,1610612743,Denver Nuggets,1,10,19,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,3,1,1,20101027,DEN,UTA
4,Shot Chart Detail,0021000014,20,201167,Arron Afflalo,1610612743,Denver Nuggets,1,9,46,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,242,20,1,1,20101027,DEN,UTA
5,Shot Chart Detail,0021000014,22,1497,Chauncey Billups,1610612743,Denver Nuggets,1,9,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-27,269,1,0,20101027,DEN,UTA
6,Shot Chart Detail,0021000014,26,200749,Shelden Williams,1610612743,Denver Nuggets,1,8,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,176,28,1,1,20101027,DEN,UTA
7,Shot Chart Detail,0021000014,35,2546,Carmelo Anthony,1610612743,Denver Nuggets,1,8,11,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-5,1,0,20101027,DEN,UTA
8,Shot Chart Detail,0021000014,36,2546,Carmelo Anthony,1610612743,Denver Nuggets,1,8,9,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,6,1,0,20101027,DEN,UTA
9,Shot Chart Detail,0021000014,46,1733,Al Harrington,1610612743,Denver Nuggets,1,7,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,204,176,1,0,20101027,DEN,UTA
